order_id,order_date,ship_date,delivery_date,customer_name,product_name,site_name,qty_m3,on_time_flag,in_full_flag,otif_flag,lead_time_days
ORD100466,2025-07-22,2025-07-26,2025-08-14,Shanghai Wood Corp,Timber Standard,Napier Port,55.5,0,1,0,23
ORD100467,2024-01-24,2024-01-29,2024-02-17,NZ Timber Co,Pulp Low Grade,Auckland Port,71.7,0,1,0,24
ORD100468,2024-05-12,2024-05-14,2024-05-23,HB Lumber Ltd,Pulp Low Grade,Auckland Port,47.3,1,1,1,11
ORD100469,2024-08-07,2024-08-11,2024-08-14,HB Lumber Ltd,Pulp Low Grade,Auckland Port,31.3,1,1,1,7
ORD100470,2024-06-02,2024-06-08,2024-06-27,HB Lumber Ltd,Pulp High Grade,Auckland Port,44.8,0,0,0,25
ORD100471,2025-10-16,2025-10-18,2025-10-21,NZ Timber Co,Pulp High Grade,Auckland Port,55.1,1,1,1,5
ORD100472,2025-01-30,2025-02-02,2025-02-21,Saigon Builders,Pulp Low Grade,Auckland Port,57.0,0,1,0,22
ORD100473,2025-09-26,2025-10-03,2025-10-21,Tokyo Timber Group,Pulp High Grade,Napier Port,31.7,0,1,0,25
ORD100474,2025-04-23,2025-04-24,2025-05-04,Shanghai Wood Corp,Timber Premium,Napier Port,52.7,1,1,1,11
ORD100475,2025-06-19,2025-06-20,2025-06-30,Saigon Builders,Log A28,Napier Port,43.0,1,1,1,11
ORD100476,2025-07-07,2025-07-12,2025-07-28,NZ Timber Co,Log B22,Napier Port,69.6,0,1,0,21
ORD100477,2025-11-03,2025-11-10,2025-11-15,Saigon Builders,Timber Premium,Auckland Port,65.8,1,1,1,12
ORD100478,2025-02-22,2025-02-24,2025-03-12,Tokyo Timber Group,Pulp Low Grade,Auckland Port,34.1,0,1,0,18
ORD100479,2025-02-12,2025-02-17,2025-03-04,Shanghai Wood Corp,Timber Premium,Napier Port,54.3,0,1,0,20
ORD100481,2025-11-15,2025-11-21,2025-11-25,Tokyo Timber Group,Timber Standard,Auckland Port,27.5,1,1,1,10
ORD100482,2024-07-14,2024-07-20,2024-07-24,HB Lumber Ltd,Log B22,Napier Port,34.2,1,1,1,10
ORD100483,2025-06-04,2025-06-08,2025-06-25,HB Lumber Ltd,Timber Premium,Auckland Port,43.5,0,1,0,21
ORD100484,2024-04-17,2024-04-18,2024-05-08,Saigon Builders,Log A28,Auckland Port,40.7,0,1,0,21
ORD100485,2024-07-07,2024-07-14,2024-08-03,Shanghai Wood Corp,Log A28,Napier Port,53.9,0,1,0,27
ORD100486,2025-02-06,2025-02-07,2025-02-12,HB Lumber Ltd,Log A28,Auckland Port,69.2,1,1,1,6
ORD100487,2025-12-15,2025-12-22,2025-12-25,Tokyo Timber Group,Timber Standard,Auckland Port,43.9,1,1,1,10
ORD100488,2025-09-16,2025-09-20,2025-10-04,Saigon Builders,Log B22,Napier Port,32.9,0,1,0,18
ORD100489,2024-05-31,2024-06-05,2024-06-12,Shanghai Wood Corp,Timber Premium,Napier Port,53.7,1,1,1,12
ORD100490,2025-08-13,2025-08-20,2025-08-26,NZ Timber Co,Log A28,Napier Port,50.4,1,1,1,13
ORD100491,2025-01-01,2025-01-08,2025-01-23,Saigon Builders,Pulp Low Grade,Napier Port,46.6,0,1,0,22
ORD100492,2024-08-24,2024-08-25,2024-09-08,Shanghai Wood Corp,Pulp High Grade,Auckland Port,65.0,0,1,0,15
ORD100493,2025-06-01,2025-06-05,2025-06-18,Saigon Builders,Log B22,Napier Port,68.5,0,1,0,17
ORD100494,2025-03-31,2025-04-02,2025-04-17,Shanghai Wood Corp,Pulp High Grade,Napier Port,53.5,0,1,0,17
ORD100495,2024-10-03,2024-10-06,2024-10-25,HB Lumber Ltd,Pulp High Grade,Auckland Port,47.2,0,1,0,22
ORD100496,2025-08-02,2025-08-07,2025-08-22,HB Lumber Ltd,Timber Premium,Auckland Port,50.3,0,1,0,20
ORD100497,2024-06-24,2024-06-26,2024-07-07,Saigon Builders,Log A28,Napier Port,63.1,0,1,0,13
ORD100499,2025-06-15,2025-06-22,2025-07-08,HB Lumber Ltd,Pulp High Grade,Napier Port,30.6,0,1,0,23
ORD100500,2025-10-03,2025-10-06,2025-10-15,Shanghai Wood Corp,Pulp Low Grade,Auckland Port,63.2,1,1,1,12
ORD100501,2024-04-12,2024-04-18,2024-04-22,HB Lumber Ltd,Log A28,Napier Port,69.1,1,1,1,10
ORD100502,2025-07-17,2025-07-21,2025-08-08,Tokyo Timber Group,Pulp High Grade,Napier Port,52.3,0,1,0,22
ORD100503,2025-10-14,2025-10-15,2025-10-21,Saigon Builders,Timber Standard,Napier Port,64.4,1,1,1,7
ORD100504,2025-09-27,2025-10-03,2025-10-13,HB Lumber Ltd,Log A28,Auckland Port,52.0,1,0,0,16
ORD100505,2024-10-03,2024-10-05,2024-10-21,Saigon Builders,Pulp Low Grade,Napier Port,51.5,0,1,0,18
ORD100506,2025-10-31,2025-11-05,2025-11-19,Shanghai Wood Corp,Timber Premium,Auckland Port,78.3,0,1,0,19
ORD100507,2025-06-07,2025-06-13,2025-06-24,HB Lumber Ltd,Pulp Low Grade,Auckland Port,63.6,0,1,0,17
ORD100509,2024-05-03,2024-05-10,2024-05-27,Shanghai Wood Corp,Pulp High Grade,Napier Port,62.4,0,1,0,24
ORD100510,2025-11-08,2025-11-11,2025-11-19,Tokyo Timber Group,Pulp Low Grade,Napier Port,44.1,1,1,1,11
ORD100511,2025-05-14,2025-05-18,2025-05-25,Shanghai Wood Corp,Log A28,Napier Port,44.4,1,1,1,11
ORD100512,2024-04-03,2024-04-06,2024-04-09,Tokyo Timber Group,Pulp Low Grade,Napier Port,34.1,1,1,1,6
ORD100513,2025-07-16,2025-07-17,2025-07-21,HB Lumber Ltd,Timber Standard,Napier Port,41.8,1,0,0,5
ORD100514,2024-08-31,2024-09-07,2024-09-19,NZ Timber Co,Log B22,Napier Port,45.2,0,1,0,19
ORD100515,2025-10-15,2025-10-16,2025-10-30,Tokyo Timber Group,Log B22,Napier Port,44.1,0,1,0,15
ORD100516,2025-05-22,2025-05-23,2025-05-31,Tokyo Timber Group,Pulp High Grade,Auckland Port,50.5,1,1,1,9
ORD100517,2025-09-10,2025-09-14,2025-09-20,Shanghai Wood Corp,Pulp Low Grade,Auckland Port,67.3,1,1,1,10
ORD100518,2025-01-20,2025-01-24,2025-01-27,NZ Timber Co,Log A28,Napier Port,38.4,1,1,1,7
ORD100519,2024-12-06,2024-12-12,2024-12-18,NZ Timber Co,Timber Premium,Auckland Port,47.5,1,1,1,12
ORD100520,2024-11-08,2024-11-13,2024-11-21,HB Lumber Ltd,Timber Premium,Auckland Port,62.7,1,1,1,13
ORD100521,2025-05-01,2025-05-06,2025-05-23,NZ Timber Co,Pulp High Grade,Auckland Port,29.2,0,1,0,22
ORD100522,2025-12-12,2025-12-13,2025-12-16,HB Lumber Ltd,Timber Premium,Napier Port,59.1,1,1,1,4
ORD100523,2024-08-25,2024-08-26,2024-09-13,Saigon Builders,Pulp High Grade,Auckland Port,40.7,0,1,0,19
ORD100524,2025-08-13,2025-08-19,2025-09-07,Saigon Builders,Log A28,Napier Port,66.0,0,1,0,25
ORD100525,2025-11-16,2025-11-17,2025-11-20,NZ Timber Co,Timber Standard,Napier Port,55.4,1,1,1,4
ORD100526,2024-05-06,2024-05-12,2024-05-29,Tokyo Timber Group,Timber Premium,Napier Port,46.2,0,1,0,23
ORD100527,2025-03-20,2025-03-21,2025-03-28,Tokyo Timber Group,Timber Standard,Napier Port,48.8,1,1,1,8
ORD100528,2024-05-21,2024-05-22,2024-05-31,Tokyo Timber Group,Log A28,Auckland Port,60.2,1,1,1,10
ORD100529,2025-09-08,2025-09-15,2025-09-22,HB Lumber Ltd,Pulp High Grade,Auckland Port,65.4,1,1,1,14
ORD100530,2024-04-22,2024-04-23,2024-05-07,HB Lumber Ltd,Pulp Low Grade,Auckland Port,42.9,0,1,0,15
ORD100531,2024-12-22,2024-12-25,2025-01-05,NZ Timber Co,Pulp Low Grade,Auckland Port,57.9,0,1,0,14
ORD100532,2025-02-23,2025-02-25,2025-03-04,NZ Timber Co,Timber Standard,Auckland Port,59.1,1,1,1,9
ORD100533,2025-10-05,2025-10-11,2025-10-24,NZ Timber Co,Pulp High Grade,Auckland Port,47.3,0,1,0,19
ORD100534,2024-07-12,2024-07-13,2024-07-20,Shanghai Wood Corp,Timber Premium,Napier Port,40.4,1,1,1,8
ORD100535,2024-01-16,2024-01-23,2024-01-29,Shanghai Wood Corp,Pulp High Grade,Napier Port,54.5,1,1,1,13
ORD100537,2025-02-08,2025-02-15,2025-03-02,Tokyo Timber Group,Pulp High Grade,Auckland Port,49.6,0,1,0,22
ORD100538,2024-11-15,2024-11-21,2024-12-09,NZ Timber Co,Timber Premium,Auckland Port,60.3,0,1,0,24
ORD100539,2024-05-21,2024-05-22,2024-05-31,Tokyo Timber Group,Pulp Low Grade,Auckland Port,64.1,1,1,1,10
ORD100540,2025-03-15,2025-03-20,2025-04-02,Saigon Builders,Timber Premium,Napier Port,46.6,0,1,0,18
ORD100541,2025-01-21,2025-01-25,2025-02-02,NZ Timber Co,Timber Premium,Napier Port,29.8,1,1,1,12
ORD100542,2024-08-23,2024-08-29,2024-09-11,Tokyo Timber Group,Timber Standard,Auckland Port,73.9,0,1,0,19
ORD100543,2025-05-16,2025-05-17,2025-05-22,Saigon Builders,Log A28,Auckland Port,56.4,1,1,1,6
ORD100544,2025-06-06,2025-06-12,2025-07-01,Shanghai Wood Corp,Pulp High Grade,Napier Port,32.3,0,1,0,25
ORD100545,2024-08-27,2024-08-31,2024-09-18,Shanghai Wood Corp,Timber Premium,Auckland Port,55.0,0,1,0,22
ORD100546,2024-07-17,2024-07-22,2024-08-11,Shanghai Wood Corp,Pulp Low Grade,Auckland Port,46.7,0,1,0,25
ORD100547,2025-08-23,2025-08-30,2025-09-08,Saigon Builders,Log B22,Napier Port,53.5,1,1,1,16
ORD100548,2025-06-29,2025-06-30,2025-07-10,Tokyo Timber Group,Pulp High Grade,Napier Port,49.3,1,1,1,11
ORD100549,2025-09-21,2025-09-27,2025-10-06,Shanghai Wood Corp,Timber Standard,Napier Port,43.9,1,1,1,15
ORD100550,2025-11-13,2025-11-17,2025-12-02,NZ Timber Co,Timber Premium,Napier Port,35.6,0,1,0,19
ORD100551,2024-02-12,2024-02-15,2024-02-27,NZ Timber Co,Pulp High Grade,Auckland Port,56.3,0,1,0,15
ORD100552,2025-04-08,2025-04-15,2025-04-25,Saigon Builders,Timber Premium,Napier Port,34.6,1,1,1,17
ORD100553,2025-05-16,2025-05-20,2025-06-06,NZ Timber Co,Log B22,Auckland Port,45.9,0,1,0,21
ORD100554,2025-08-26,2025-08-30,2025-09-02,Saigon Builders,Pulp High Grade,Auckland Port,60.3,1,1,1,7
ORD100555,2024-12-30,2025-01-03,2025-01-18,NZ Timber Co,Log A28,Napier Port,56.7,0,1,0,19
ORD100556,2025-04-25,2025-05-01,2025-05-10,Tokyo Timber Group,Log A28,Auckland Port,39.0,1,0,0,15
ORD100557,2024-03-16,2024-03-19,2024-03-29,Saigon Builders,Pulp Low Grade,Napier Port,54.9,1,1,1,13
ORD100558,2025-07-08,2025-07-11,2025-07-21,NZ Timber Co,Pulp High Grade,Napier Port,28.7,1,1,1,13
ORD100559,2025-03-18,2025-03-24,2025-03-30,Saigon Builders,Log B22,Napier Port,52.8,1,0,0,12
ORD100560,2024-10-01,2024-10-02,2024-10-09,NZ Timber Co,Pulp High Grade,Napier Port,73.5,1,1,1,8
ORD100561,2024-06-15,2024-06-19,2024-06-27,Shanghai Wood Corp,Pulp High Grade,Auckland Port,60.0,1,1,1,12
ORD100562,2024-07-24,2024-07-26,2024-08-05,Tokyo Timber Group,Pulp Low Grade,Napier Port,52.6,1,1,1,12
ORD100563,2024-07-02,2024-07-05,2024-07-20,Saigon Builders,Pulp High Grade,Auckland Port,55.9,0,1,0,18
ORD100564,2024-05-20,2024-05-27,2024-06-03,Shanghai Wood Corp,Log A28,Napier Port,33.8,1,1,1,14
ORD100565,2024-02-28,2024-03-06,2024-03-24,NZ Timber Co,Log A28,Auckland Port,33.5,0,1,0,25
ORD100566,2024-08-27,2024-08-29,2024-09-12,Tokyo Timber Group,Log A28,Napier Port,31.0,0,1,0,16
ORD100567,2025-10-01,2025-10-04,2025-10-21,Saigon Builders,Timber Premium,Napier Port,45.0,0,1,0,20
ORD100568,2024-10-19,2024-10-22,2024-11-05,Shanghai Wood Corp,Pulp Low Grade,Auckland Port,73.7,0,1,0,17
ORD100569,2025-01-13,2025-01-15,2025-01-21,Shanghai Wood Corp,Pulp Low Grade,Napier Port,49.5,1,1,1,8
ORD100570,2024-10-10,2024-10-14,2024-10-29,Saigon Builders,Pulp High Grade,Napier Port,17.5,0,1,0,19
ORD100571,2024-10-21,2024-10-25,2024-10-29,NZ Timber Co,Pulp High Grade,Napier Port,50.2,1,1,1,8
ORD100572,2024-06-09,2024-06-10,2024-06-18,Shanghai Wood Corp,Log B22,Auckland Port,52.2,1,1,1,9
ORD100573,2024-12-15,2024-12-22,2024-12-30,Saigon Builders,Timber Standard,Auckland Port,49.2,1,1,1,15
ORD100574,2025-01-19,2025-01-26,2025-02-11,Shanghai Wood Corp,Pulp Low Grade,Auckland Port,61.5,0,1,0,23
ORD100575,2025-08-26,2025-08-27,2025-09-07,Shanghai Wood Corp,Pulp Low Grade,Auckland Port,45.5,0,1,0,12
ORD100576,2025-10-23,2025-10-27,2025-11-01,HB Lumber Ltd,Pulp High Grade,Napier Port,44.7,1,1,1,9
ORD100577,2025-10-15,2025-10-22,2025-11-03,Shanghai Wood Corp,Timber Premium,Napier Port,55.9,0,1,0,19
ORD100578,2024-10-10,2024-10-14,2024-10-31,Shanghai Wood Corp,Pulp Low Grade,Napier Port,66.7,0,1,0,21
ORD100579,2025-11-11,2025-11-15,2025-11-24,Saigon Builders,Log A28,Napier Port,52.4,1,1,1,13
ORD100580,2025-01-18,2025-01-19,2025-01-29,Tokyo Timber Group,Pulp Low Grade,Napier Port,52.2,1,1,1,11
ORD100581,2025-09-18,2025-09-24,2025-09-30,NZ Timber Co,Log B22,Napier Port,40.3,1,1,1,12
ORD100582,2024-07-05,2024-07-08,2024-07-13,Saigon Builders,Pulp Low Grade,Auckland Port,35.0,1,1,1,8
ORD100583,2024-02-20,2024-02-21,2024-03-04,HB Lumber Ltd,Timber Standard,Auckland Port,44.0,0,1,0,13
ORD100584,2024-03-10,2024-03-16,2024-03-20,Saigon Builders,Pulp Low Grade,Auckland Port,54.3,1,1,1,10
ORD100585,2024-09-26,2024-10-03,2024-10-20,Tokyo Timber Group,Log B22,Napier Port,53.1,0,1,0,24
ORD100586,2025-11-11,2025-11-13,2025-11-27,Shanghai Wood Corp,Timber Premium,Napier Port,44.6,0,1,0,16
ORD100587,2024-02-16,2024-02-21,2024-03-02,Shanghai Wood Corp,Timber Premium,Auckland Port,63.5,1,1,1,15
ORD100588,2024-07-06,2024-07-07,2024-07-18,Saigon Builders,Log B22,Auckland Port,60.8,0,1,0,12
ORD100589,2024-12-09,2024-12-10,2024-12-24,Saigon Builders,Log B22,Auckland Port,67.6,0,1,0,15
ORD100590,2024-12-26,2024-12-28,2025-01-14,HB Lumber Ltd,Timber Standard,Napier Port,45.6,0,1,0,19
ORD100591,2024-06-08,2024-06-14,2024-06-28,Tokyo Timber Group,Timber Standard,Napier Port,47.3,0,1,0,20
ORD100592,2024-07-23,2024-07-27,2024-08-08,Saigon Builders,Log A28,Napier Port,70.5,0,1,0,16
ORD100593,2024-10-18,2024-10-19,2024-10-30,HB Lumber Ltd,Log A28,Auckland Port,42.4,0,1,0,12
ORD100594,2024-10-07,2024-10-14,2024-11-01,HB Lumber Ltd,Pulp Low Grade,Auckland Port,47.8,0,1,0,25
ORD100595,2025-12-02,2025-12-06,2025-12-18,Saigon Builders,Log A28,Auckland Port,52.4,0,1,0,16
ORD100596,2025-03-30,2025-04-03,2025-04-08,NZ Timber Co,Log B22,Auckland Port,58.8,1,1,1,9
ORD100597,2025-10-25,2025-10-28,2025-11-05,HB Lumber Ltd,Timber Standard,Auckland Port,54.7,1,1,1,11
ORD100598,2025-08-29,2025-09-05,2025-09-11,Saigon Builders,Log A28,Napier Port,46.4,1,1,1,13
ORD100599,2025-05-07,2025-05-14,2025-05-30,Shanghai Wood Corp,Timber Premium,Napier Port,53.9,0,1,0,23
ORD100600,2025-08-27,2025-09-03,2025-09-22,NZ Timber Co,Log B22,Napier Port,35.4,0,1,0,26
ORD100601,2025-05-23,2025-05-29,2025-06-09,NZ Timber Co,Timber Premium,Napier Port,61.5,0,1,0,17
ORD100602,2024-01-14,2024-01-20,2024-01-29,HB Lumber Ltd,Log A28,Auckland Port,53.4,1,1,1,15
ORD100603,2024-10-18,2024-10-22,2024-10-26,HB Lumber Ltd,Log B22,Napier Port,42.7,1,1,1,8
ORD100604,2024-09-05,2024-09-11,2024-09-22,HB Lumber Ltd,Log A28,Auckland Port,56.3,0,1,0,17
ORD100605,2025-08-22,2025-08-23,2025-08-26,Shanghai Wood Corp,Pulp Low Grade,Napier Port,63.6,1,1,1,4
ORD100606,2025-08-28,2025-09-03,2025-09-14,Shanghai Wood Corp,Pulp Low Grade,Napier Port,51.8,0,1,0,17
ORD100607,2024-10-11,2024-10-16,2024-10-29,Tokyo Timber Group,Timber Premium,Auckland Port,38.4,0,1,0,18
ORD100608,2025-01-16,2025-01-23,2025-01-29,Shanghai Wood Corp,Pulp Low Grade,Auckland Port,40.2,1,1,1,13
ORD100609,2024-04-19,2024-04-26,2024-05-11,Shanghai Wood Corp,Log A28,Auckland Port,47.9,0,1,0,22
ORD100610,2025-10-28,2025-10-31,2025-11-06,Saigon Builders,Pulp Low Grade,Auckland Port,59.3,1,1,1,9
ORD100611,2025-09-22,2025-09-23,2025-10-01,HB Lumber Ltd,Log A28,Auckland Port,53.5,1,1,1,9
ORD100612,2025-08-03,2025-08-05,2025-08-18,Saigon Builders,Pulp Low Grade,Napier Port,67.4,0,1,0,15
ORD100613,2025-12-02,2025-12-03,2025-12-13,Shanghai Wood Corp,Log A28,Auckland Port,75.9,1,1,1,11
ORD100614,2025-02-09,2025-02-14,2025-02-24,NZ Timber Co,Pulp High Grade,Napier Port,50.4,1,1,1,15
ORD100615,2024-08-17,2024-08-21,2024-09-06,HB Lumber Ltd,Log A28,Auckland Port,55.7,0,1,0,20
ORD100616,2025-11-12,2025-11-19,2025-11-27,Tokyo Timber Group,Timber Premium,Napier Port,42.9,1,1,1,15
ORD100617,2025-08-07,2025-08-09,2025-08-26,NZ Timber Co,Log A28,Napier Port,46.9,0,1,0,19
ORD100618,2025-10-22,2025-10-26,2025-11-03,Tokyo Timber Group,Pulp Low Grade,Auckland Port,38.8,1,1,1,12
ORD100619,2025-05-22,2025-05-23,2025-05-28,Shanghai Wood Corp,Timber Premium,Napier Port,46.2,1,1,1,6
ORD100620,2025-12-11,2025-12-14,2025-12-20,Saigon Builders,Pulp High Grade,Auckland Port,45.5,1,1,1,9
ORD100621,2025-04-10,2025-04-16,2025-04-21,HB Lumber Ltd,Log A28,Auckland Port,40.1,1,1,1,11
ORD100622,2025-06-06,2025-06-09,2025-06-17,NZ Timber Co,Log B22,Napier Port,57.8,1,1,1,11
ORD100623,2024-12-02,2024-12-07,2024-12-18,NZ Timber Co,Timber Standard,Napier Port,54.4,0,1,0,16
ORD100624,2024-07-24,2024-07-25,2024-08-03,NZ Timber Co,Log B22,Auckland Port,71.2,1,1,1,10
ORD100625,2025-09-10,2025-09-17,2025-10-05,Shanghai Wood Corp,Log B22,Napier Port,45.0,0,1,0,25
ORD100626,2024-03-26,2024-04-01,2024-04-12,Tokyo Timber Group,Log A28,Auckland Port,62.5,0,1,0,17
ORD100627,2024-07-11,2024-07-14,2024-07-17,HB Lumber Ltd,Timber Standard,Napier Port,38.6,1,1,1,6
ORD100628,2025-06-04,2025-06-11,2025-06-30,Saigon Builders,Pulp Low Grade,Auckland Port,46.2,0,1,0,26
ORD100629,2024-11-22,2024-11-27,2024-12-15,Saigon Builders,Log B22,Napier Port,45.4,0,1,0,23
ORD100630,2024-01-13,2024-01-14,2024-01-24,Tokyo Timber Group,Timber Premium,Napier Port,49.5,1,1,1,11
ORD100631,2024-11-19,2024-11-25,2024-12-08,Saigon Builders,Pulp High Grade,Napier Port,48.2,0,1,0,19
ORD100632,2024-03-05,2024-03-08,2024-03-22,Tokyo Timber Group,Log A28,Auckland Port,36.2,0,0,0,17
ORD100633,2025-03-06,2025-03-07,2025-03-10,Tokyo Timber Group,Log A28,Napier Port,36.8,1,1,1,4
ORD100634,2025-07-07,2025-07-14,2025-07-20,HB Lumber Ltd,Log A28,Napier Port,41.9,1,1,1,13
ORD100635,2024-06-13,2024-06-20,2024-07-02,NZ Timber Co,Log A28,Napier Port,48.1,0,1,0,19
ORD100636,2025-07-26,2025-07-30,2025-08-19,Tokyo Timber Group,Timber Standard,Napier Port,62.0,0,1,0,24
ORD100637,2025-11-26,2025-11-28,2025-12-11,Saigon Builders,Timber Premium,Napier Port,51.4,0,1,0,15
ORD100638,2024-05-05,2024-05-08,2024-05-28,NZ Timber Co,Log A28,Napier Port,32.1,0,0,0,23
ORD100639,2025-11-09,2025-11-13,2025-11-30,HB Lumber Ltd,Timber Standard,Napier Port,61.1,0,1,0,21
ORD100640,2024-11-10,2024-11-14,2024-11-20,NZ Timber Co,Timber Premium,Napier Port,44.8,1,1,1,10
ORD100641,2024-09-04,2024-09-05,2024-09-25,NZ Timber Co,Log B22,Napier Port,41.8,0,1,0,21
ORD100642,2024-05-15,2024-05-19,2024-05-22,Shanghai Wood Corp,Log B22,Auckland Port,53.3,1,1,1,7
ORD100643,2024-12-30,2025-01-01,2025-01-20,HB Lumber Ltd,Log B22,Napier Port,48.1,0,1,0,21
ORD100644,2024-09-01,2024-09-04,2024-09-14,Saigon Builders,Timber Premium,Napier Port,47.5,1,1,1,13
ORD100645,2025-10-25,2025-10-26,2025-10-29,Tokyo Timber Group,Pulp Low Grade,Auckland Port,40.4,1,1,1,4
ORD100646,2024-08-11,2024-08-13,2024-08-24,HB Lumber Ltd,Timber Standard,Auckland Port,62.8,0,1,0,13
ORD100647,2024-01-24,2024-01-31,2024-02-06,Saigon Builders,Timber Standard,Auckland Port,40.5,1,1,1,13
ORD100648,2024-01-17,2024-01-18,2024-01-26,Shanghai Wood Corp,Pulp Low Grade,Auckland Port,47.8,1,1,1,9
ORD100649,2024-05-06,2024-05-09,2024-05-28,NZ Timber Co,Timber Standard,Napier Port,44.2,0,1,0,22
ORD100650,2024-11-14,2024-11-18,2024-11-25,HB Lumber Ltd,Timber Standard,Auckland Port,66.9,1,1,1,11
ORD100651,2024-02-02,2024-02-07,2024-02-20,Saigon Builders,Timber Standard,Napier Port,50.6,0,1,0,18
ORD100652,2025-02-11,2025-02-13,2025-02-16,Tokyo Timber Group,Log A28,Napier Port,68.0,1,1,1,5
ORD100653,2025-02-10,2025-02-17,2025-02-24,NZ Timber Co,Timber Premium,Napier Port,59.2,1,1,1,14
ORD100654,2024-09-23,2024-09-25,2024-09-28,NZ Timber Co,Log A28,Napier Port,37.8,1,1,1,5
ORD100655,2024-08-04,2024-08-10,2024-08-14,Tokyo Timber Group,Pulp High Grade,Auckland Port,74.3,1,1,1,10
ORD100656,2024-09-22,2024-09-24,2024-10-02,Shanghai Wood Corp,Log B22,Napier Port,44.7,1,1,1,10
ORD100657,2025-06-19,2025-06-26,2025-07-03,Saigon Builders,Pulp High Grade,Napier Port,44.4,1,1,1,14
ORD100658,2024-09-20,2024-09-23,2024-10-02,HB Lumber Ltd,Timber Premium,Napier Port,56.2,1,1,1,12
ORD100659,2025-06-21,2025-06-23,2025-07-12,NZ Timber Co,Timber Standard,Auckland Port,55.9,0,1,0,21
ORD100660,2025-10-19,2025-10-24,2025-11-11,Shanghai Wood Corp,Log B22,Auckland Port,54.9,0,1,0,23
ORD100661,2024-11-25,2024-11-27,2024-12-09,HB Lumber Ltd,Log B22,Auckland Port,41.7,0,1,0,14
ORD100662,2024-11-28,2024-12-05,2024-12-13,Saigon Builders,Pulp High Grade,Auckland Port,59.2,1,1,1,15
ORD100663,2024-04-01,2024-04-03,2024-04-11,Tokyo Timber Group,Pulp Low Grade,Auckland Port,57.4,1,1,1,10
ORD100664,2024-02-23,2024-02-27,2024-03-08,NZ Timber Co,Pulp Low Grade,Napier Port,43.0,1,1,1,14
ORD100665,2024-03-22,2024-03-29,2024-04-02,Tokyo Timber Group,Log A28,Auckland Port,57.1,1,1,1,11
ORD100666,2025-01-02,2025-01-05,2025-01-15,Shanghai Wood Corp,Log B22,Auckland Port,50.8,1,1,1,13
ORD100667,2024-10-28,2024-11-01,2024-11-08,Shanghai Wood Corp,Pulp Low Grade,Auckland Port,61.1,1,1,1,11
ORD100668,2025-01-22,2025-01-24,2025-02-08,Tokyo Timber Group,Timber Premium,Napier Port,52.2,0,1,0,17
ORD100669,2024-10-13,2024-10-14,2024-10-30,Saigon Builders,Timber Standard,Napier Port,70.3,0,1,0,17
ORD100670,2024-03-01,2024-03-05,2024-03-13,Saigon Builders,Pulp High Grade,Auckland Port,55.9,1,1,1,12
ORD100671,2025-01-05,2025-01-10,2025-01-21,NZ Timber Co,Timber Premium,Napier Port,49.7,0,1,0,16
ORD100672,2025-09-30,2025-10-03,2025-10-20,Shanghai Wood Corp,Timber Standard,Auckland Port,33.4,0,1,0,20
ORD100673,2025-05-21,2025-05-27,2025-06-06,Tokyo Timber Group,Timber Standard,Auckland Port,61.1,1,1,1,16
ORD100674,2025-07-23,2025-07-27,2025-08-01,HB Lumber Ltd,Timber Standard,Auckland Port,52.0,1,1,1,9
ORD100675,2025-05-09,2025-05-13,2025-05-22,NZ Timber Co,Log B22,Auckland Port,56.0,1,1,1,13
ORD100676,2025-06-27,2025-07-01,2025-07-13,Tokyo Timber Group,Timber Standard,Napier Port,60.4,0,1,0,16
ORD100677,2025-01-02,2025-01-09,2025-01-26,Tokyo Timber Group,Pulp High Grade,Auckland Port,66.0,0,1,0,24
ORD100678,2025-02-10,2025-02-12,2025-02-19,Shanghai Wood Corp,Pulp High Grade,Napier Port,40.7,1,1,1,9
ORD100679,2024-06-13,2024-06-15,2024-06-22,Saigon Builders,Timber Premium,Auckland Port,33.6,1,1,1,9
ORD100680,2024-07-20,2024-07-21,2024-07-25,Tokyo Timber Group,Log B22,Napier Port,57.5,1,1,1,5
ORD100681,2025-05-16,2025-05-22,2025-05-26,Saigon Builders,Log A28,Auckland Port,32.4,1,1,1,10
ORD100682,2024-04-15,2024-04-22,2024-05-12,NZ Timber Co,Pulp Low Grade,Napier Port,55.6,0,1,0,27
ORD100683,2025-11-28,2025-12-05,2025-12-19,HB Lumber Ltd,Pulp Low Grade,Napier Port,45.9,0,1,0,21
ORD100684,2025-09-19,2025-09-25,2025-10-12,NZ Timber Co,Log A28,Auckland Port,49.2,0,1,0,23
ORD100685,2024-08-03,2024-08-07,2024-08-17,Shanghai Wood Corp,Log A28,Auckland Port,33.8,1,1,1,14
ORD100686,2025-01-07,2025-01-12,2025-01-18,Saigon Builders,Timber Premium,Napier Port,51.0,1,1,1,11
ORD100687,2025-08-21,2025-08-24,2025-09-10,HB Lumber Ltd,Timber Standard,Auckland Port,31.3,0,1,0,20
ORD100688,2025-03-27,2025-03-31,2025-04-18,Shanghai Wood Corp,Timber Premium,Auckland Port,58.9,0,1,0,22
ORD100689,2025-04-11,2025-04-16,2025-05-04,Shanghai Wood Corp,Timber Standard,Auckland Port,58.9,0,0,0,23
ORD100690,2025-11-06,2025-11-09,2025-11-12,Saigon Builders,Timber Premium,Auckland Port,64.0,1,1,1,6
