date,month,year,site_name,product_name,input_volume_m3,output_volume_m3,downtime_hours,energy_kwh,yield_pct
2024-02-24,2,2024,Mill A,Log B22,781.4,664.2,0.99,1058.04,0.8500127975428718
2024-02-25,2,2024,Mill A,Log B22,728.4,619.1,1.42,842.68,0.8499450851180671
2024-02-26,2,2024,Mill A,Log B22,806.3,685.3,0.0,991.78,0.849931787175989
2024-02-27,2,2024,Mill A,Log B22,653.4,555.4,0.98,845.61,0.8500153045607591
2024-02-28,2,2024,Mill A,Log B22,815.0,692.8,0.65,1026.8,0.8500613496932515
2024-02-29,2,2024,Mill A,Log B22,712.6,605.7,0.89,882.08,0.8499859668818411
2024-03-01,3,2024,Mill A,Log B22,564.0,479.4,1.01,712.88,0.85
2024-03-02,3,2024,Mill A,Log B22,625.5,531.7,0.63,666.37,0.8500399680255796
2024-03-03,3,2024,Mill A,Log B22,687.3,584.2,0.75,884.13,0.8499927251564092
2024-03-04,3,2024,Mill A,Log B22,594.3,505.1,1.26,790.38,0.8499074541477369
2024-03-05,3,2024,Mill A,Log B22,565.9,481.0,1.0,690.01,0.8499734935500972
2024-03-06,3,2024,Mill A,Log B22,555.7,472.4,0.42,652.24,0.8500989742666906
2024-03-07,3,2024,Mill A,Log B22,514.6,437.4,0.76,653.18,0.8499805674310142
2024-03-08,3,2024,Mill A,Log B22,626.3,532.4,1.25,796.17,0.8500718505508542
2024-03-09,3,2024,Mill A,Log B22,556.6,473.1,1.1,708.7,0.8499820337765002
2024-03-10,3,2024,Mill A,Log B22,541.1,459.9,1.22,719.25,0.8499353169469598
2024-03-11,3,2024,Mill A,Log B22,621.8,528.6,0.71,834.97,0.8501125763911227
2024-03-12,3,2024,Mill A,Log B22,616.7,524.2,1.77,740.49,0.8500081076698557
2024-03-13,3,2024,Mill A,Log B22,633.4,538.4,1.47,897.25,0.8500157878118093
2024-03-14,3,2024,Mill A,Log B22,546.8,464.8,0.45,753.13,0.8500365764447697
2024-03-15,3,2024,Mill A,Log B22,606.5,515.5,0.45,814.32,0.8499587798845837
2024-03-16,3,2024,Mill A,Log B22,534.4,454.3,0.67,704.37,0.8501122754491018
2024-03-17,3,2024,Mill A,Log B22,599.7,509.7,1.73,767.08,0.8499249624812405
2024-03-18,3,2024,Mill A,Log B22,530.1,450.5,1.35,679.6,0.84983965289568
2024-03-19,3,2024,Mill A,Log B22,603.8,513.3,5.62,852.65,0.8501159324279562
2024-03-20,3,2024,Mill A,Log B22,576.4,490.0,0.68,769.44,0.8501040943789036
2024-03-21,3,2024,Mill A,Log B22,621.2,528.1,0.69,770.4,0.8501287830006439
2024-03-22,3,2024,Mill A,Log B22,576.0,489.6,0.0,742.31,0.8500000000000001
2024-03-23,3,2024,Mill A,Log B22,648.6,551.3,1.49,895.62,0.8499845821769965
2024-03-24,3,2024,Mill A,Log B22,630.3,535.8,0.46,835.56,0.8500713945740124
2024-03-25,3,2024,Mill A,Log B22,550.8,468.2,0.72,707.98,0.8500363108206246
2024-03-26,3,2024,Mill A,Log B22,596.0,506.6,0.35,793.07,0.8500000000000001
2024-03-27,3,2024,Mill A,Log B22,598.1,508.4,1.15,749.26,0.8500250794181574
2024-03-28,3,2024,Mill A,Log B22,608.2,516.9,1.21,731.63,0.8498849062808286
2024-03-29,3,2024,Mill A,Log B22,628.7,534.4,2.02,732.75,0.8500079529187211
2024-03-30,3,2024,Mill A,Log B22,578.2,491.5,0.45,790.44,0.850051885160844
2024-03-31,3,2024,Mill A,Log B22,596.8,507.3,1.41,765.98,0.8500335120643433
2024-04-01,4,2024,Mill A,Log B22,553.5,470.5,1.0,697.54,0.8500451671183379
2024-04-02,4,2024,Mill A,Log B22,587.0,498.9,0.9,659.11,0.8499148211243611
2024-04-03,4,2024,Mill A,Log B22,538.6,457.8,0.95,769.84,0.8499814333457111
2024-04-04,4,2024,Mill A,Log B22,510.2,433.7,5.75,681.47,0.8500588004704037
2024-04-05,4,2024,Mill A,Log B22,686.5,583.6,1.74,971.29,0.850109249817917
2024-04-06,4,2024,Mill A,Log B22,677.8,576.2,0.61,823.38,0.8501032753024492
2024-04-07,4,2024,Mill A,Log B22,597.9,508.2,1.01,815.93,0.8499749121926744
2024-04-08,4,2024,Mill A,Log B22,582.4,495.0,1.51,612.5,0.8499313186813187
2024-04-09,4,2024,Mill A,Log B22,606.2,515.2,0.66,846.04,0.8498845265588915
2024-04-10,4,2024,Mill A,Log B22,551.8,469.1,0.87,692.3,0.8501268575570861
2024-04-11,4,2024,Mill A,Log B22,582.0,494.7,0.24,723.3,0.85
2024-04-12,4,2024,Mill A,Log B22,562.9,478.5,0.94,746.76,0.8500621780067508
2024-04-13,4,2024,Mill A,Log B22,606.8,515.7,0.24,751.7,0.8498681608437707
2024-04-14,4,2024,Mill A,Log B22,616.3,523.8,0.2,763.36,0.8499107577478501
2024-04-15,4,2024,Mill A,Log B22,593.8,504.7,0.98,823.44,0.8499494779386999
2024-04-16,4,2024,Mill A,Log B22,553.6,470.5,0.81,711.44,0.8498916184971098
2024-04-17,4,2024,Mill A,Log B22,545.0,463.3,0.47,694.57,0.850091743119266
2024-04-18,4,2024,Mill A,Log B22,637.5,541.9,0.97,890.12,0.8500392156862745
2024-04-19,4,2024,Mill A,Log B22,646.7,549.7,1.19,845.53,0.8500077315602289
2024-04-20,4,2024,Mill A,Log B22,645.5,548.7,1.03,875.65,0.850038729666925
2024-04-21,4,2024,Mill A,Log B22,580.8,493.7,0.73,746.63,0.8500344352617081
2024-04-22,4,2024,Mill A,Log B22,579.3,492.4,0.06,743.01,0.8499913688934921
2024-04-23,4,2024,Mill A,Log B22,641.4,545.2,0.94,648.92,0.8500155908949175
2024-04-24,4,2024,Mill A,Log B22,650.5,552.9,1.5,850.7,0.8499615680245964
2024-04-25,4,2024,Mill A,Log B22,575.9,489.5,1.7,736.52,0.8499739538114256
2024-04-26,4,2024,Mill A,Log B22,619.0,526.1,0.17,730.37,0.8499192245557351
2024-04-27,4,2024,Mill A,Log B22,626.0,532.1,6.7,794.88,0.8500000000000001
2024-04-28,4,2024,Mill A,Log B22,771.9,656.1,1.19,967.99,0.8499805674310145
2024-04-29,4,2024,Mill A,Log B22,588.6,500.3,0.98,714.32,0.8499830105334693
2024-04-30,4,2024,Mill A,Log B22,659.6,560.6,1.74,834.31,0.8499090357792601
2024-05-01,5,2024,Mill A,Log B22,633.7,538.7,1.32,842.18,0.8500867918573457
2024-05-02,5,2024,Mill A,Log B22,655.4,557.1,0.37,880.4,0.8500152578577969
2024-05-03,5,2024,Mill A,Log B22,606.8,515.7,0.25,781.47,0.8498681608437707
2024-05-04,5,2024,Mill A,Log B22,638.0,542.3,0.36,758.31,0.85
2024-05-05,5,2024,Mill A,Log B22,665.0,565.2,1.24,800.61,0.8499248120300753
2024-05-06,5,2024,Mill A,Log B22,535.3,455.0,0.96,658.84,0.8499906594433029
2024-05-07,5,2024,Mill A,Log B22,620.9,527.8,0.9,789.94,0.8500563697857948
2024-05-08,5,2024,Mill A,Log B22,606.2,515.3,0.66,752.9,0.8500494886176178
2024-05-09,5,2024,Mill A,Log B22,568.0,482.8,0.98,754.72,0.85
2024-05-10,5,2024,Mill A,Log B22,577.8,491.1,0.9,749.46,0.8499480789200416
2024-05-11,5,2024,Mill A,Log B22,633.0,538.1,0.98,772.45,0.8500789889415482
2024-05-12,5,2024,Mill A,Log B22,663.4,563.9,0.13,840.59,0.8500150738619234
2024-05-13,5,2024,Mill A,Log B22,637.3,541.7,1.01,811.9,0.849992154401381
2024-05-14,5,2024,Mill A,Log B22,647.2,550.1,0.32,828.08,0.8499690976514215
2024-05-15,5,2024,Mill A,Log B22,558.8,475.0,1.06,731.94,0.850035790980673
2024-05-16,5,2024,Mill A,Log B22,680.1,578.1,1.38,806.14,0.8500220555800617
2024-05-17,5,2024,Mill A,Log B22,605.8,515.0,0.0,729.03,0.8501155496863652
2024-05-18,5,2024,Mill A,Log B22,545.4,463.6,1.96,686.42,0.8500183351668501
2024-05-19,5,2024,Mill A,Log B22,589.2,500.8,1.22,757.73,0.8499660556687033
2024-05-20,5,2024,Mill A,Log B22,630.5,536.0,1.11,710.32,0.8501189532117367
2024-05-21,5,2024,Mill A,Log B22,645.2,548.5,1.05,812.42,0.8501239925604464
2024-05-22,5,2024,Mill A,Log B22,616.1,523.7,0.58,799.7,0.8500243466969648
2024-05-23,5,2024,Mill A,Log B22,595.2,505.9,0.44,757.9,0.8499663978494623
2024-05-24,5,2024,Mill A,Log B22,638.0,542.3,1.29,753.91,0.85
2024-05-25,5,2024,Mill A,Log B22,617.9,525.3,1.59,779.61,0.8501375627124129
2024-05-26,5,2024,Mill A,Log B22,572.4,486.6,0.21,774.3,0.8501048218029351
2024-05-27,5,2024,Mill A,Log B22,697.0,592.5,1.58,968.72,0.8500717360114778
2024-05-28,5,2024,Mill A,Log B22,545.0,463.2,0.92,745.28,0.8499082568807339
2024-05-29,5,2024,Mill A,Log B22,567.9,482.7,1.43,760.63,0.849973586899102
2024-05-30,5,2024,Mill A,Log B22,658.9,560.1,1.71,937.13,0.850053118834421
2024-05-31,5,2024,Mill A,Log B22,642.1,545.8,1.03,823.0,0.85002336084722
2024-06-01,6,2024,Mill A,Log B22,511.4,434.7,0.61,653.52,0.8500195541650372
2024-06-02,6,2024,Mill A,Log B22,318.4,270.6,1.64,436.88,0.8498743718592966
2024-06-03,6,2024,Mill A,Log B22,432.9,367.9,1.72,556.23,0.8498498498498498
2024-06-04,6,2024,Mill A,Log B22,355.8,302.5,0.87,441.37,0.8501967397414277
2024-06-05,6,2024,Mill A,Log B22,463.8,394.2,0.0,611.54,0.8499353169469599
2024-06-06,6,2024,Mill A,Log B22,481.8,409.6,1.56,575.43,0.8501452885014529
2024-06-07,6,2024,Mill A,Log B22,372.7,316.8,0.12,441.65,0.8500134156157768
2024-06-08,6,2024,Mill A,Log B22,399.5,339.6,1.11,511.13,0.8500625782227785
2024-06-09,6,2024,Mill A,Log B22,376.4,319.9,1.52,505.4,0.849893730074389
2024-06-10,6,2024,Mill A,Log B22,422.7,359.3,0.46,553.68,0.8500118287201325
2024-06-11,6,2024,Mill A,Log B22,483.7,411.1,0.0,633.69,0.8499069671283854
2024-06-12,6,2024,Mill A,Log B22,371.4,315.7,1.65,443.21,0.8500269251480883
2024-06-13,6,2024,Mill A,Log B22,371.4,315.7,1.28,436.87,0.8500269251480883
2024-06-14,6,2024,Mill A,Log B22,462.4,393.0,0.87,508.44,0.8499134948096886
2024-06-15,6,2024,Mill A,Log B22,423.4,359.9,0.81,486.88,0.8500236183278224
2024-06-16,6,2024,Mill A,Log B22,330.3,280.8,1.56,427.87,0.8501362397820164
2024-06-17,6,2024,Mill A,Log B22,411.0,349.4,1.85,537.84,0.8501216545012165
2024-06-18,6,2024,Mill A,Log B22,377.5,320.9,0.9,521.91,0.8500662251655628
2024-06-19,6,2024,Mill A,Log B22,446.3,379.3,1.14,588.6,0.8498767645081784
2024-06-20,6,2024,Mill A,Log B22,362.8,308.4,1.63,429.99,0.8500551267916207
2024-06-21,6,2024,Mill A,Log B22,462.9,393.4,0.0,625.89,0.8498595809030028
2024-06-22,6,2024,Mill A,Log B22,449.7,382.2,0.89,506.46,0.8498999332888593
2024-06-23,6,2024,Mill A,Log B22,438.3,372.6,0.47,541.71,0.8501026694045175
2024-06-24,6,2024,Mill A,Log B22,394.7,335.5,5.98,529.52,0.8500126678489993
2024-06-25,6,2024,Mill A,Log B22,418.3,355.5,1.22,510.83,0.8498685154195553
2024-06-26,6,2024,Mill A,Log B22,526.3,447.3,1.6,771.93,0.8498954968649061
2024-06-27,6,2024,Mill A,Log B22,433.9,368.8,0.9,616.72,0.8499654298225399
2024-06-28,6,2024,Mill A,Log B22,341.6,290.4,0.13,392.95,0.8501170960187352
2024-06-29,6,2024,Mill A,Log B22,419.3,356.4,0.77,495.71,0.8499880753637014
2024-06-30,6,2024,Mill A,Log B22,446.1,379.2,1.28,558.44,0.8500336247478143
2024-07-01,7,2024,Mill A,Log B22,437.9,372.2,0.32,548.54,0.8499657456040192
2024-07-02,7,2024,Mill A,Log B22,385.4,327.6,0.6,475.04,0.8500259470679814
2024-07-03,7,2024,Mill A,Log B22,370.7,315.1,1.82,507.03,0.8500134879956839
2024-07-04,7,2024,Mill A,Log B22,371.9,316.1,1.21,476.78,0.8499596665770369
2024-07-05,7,2024,Mill A,Log B22,498.0,423.3,0.22,614.56,0.85
2024-07-06,7,2024,Mill A,Log B22,441.9,375.6,0.69,624.8,0.8499660556687034
2024-07-07,7,2024,Mill A,Log B22,516.0,438.6,1.36,698.49,0.8500000000000001
2024-07-08,7,2024,Mill A,Log B22,380.6,323.5,1.37,485.28,0.849973725696269
2024-07-09,7,2024,Mill A,Log B22,413.6,351.5,1.18,548.79,0.8498549323017408
2024-07-10,7,2024,Mill A,Log B22,294.6,250.4,1.43,336.82,0.8499660556687033
2024-07-11,7,2024,Mill A,Log B22,454.8,386.5,1.4,571.68,0.8498240985048373
2024-07-12,7,2024,Mill A,Log B22,381.0,323.9,1.06,477.24,0.8501312335958005
2024-07-13,7,2024,Mill A,Log B22,405.2,344.4,1.36,496.26,0.8499506416584403
2024-07-14,7,2024,Mill A,Log B22,390.0,331.5,1.06,467.89,0.85
2024-07-15,7,2024,Mill A,Log B22,419.8,356.8,0.55,538.97,0.8499285373987613
2024-07-16,7,2024,Mill A,Log B22,456.3,387.9,1.49,583.76,0.8500986193293885
2024-07-17,7,2024,Mill A,Log B22,407.2,346.1,1.13,570.68,0.849950884086444
2024-07-18,7,2024,Mill A,Log B22,483.1,410.7,1.16,672.66,0.8501345477126888
2024-07-19,7,2024,Mill A,Log B22,381.3,324.1,0.72,481.01,0.8499868869656438
2024-07-20,7,2024,Mill A,Log B22,455.0,386.7,6.1,582.76,0.8498901098901098
2024-07-21,7,2024,Mill A,Log B22,431.3,366.6,0.92,563.02,0.849988407141201
2024-07-22,7,2024,Mill A,Log B22,442.5,376.2,0.68,590.37,0.8501694915254236
2024-07-23,7,2024,Mill A,Log B22,539.3,458.4,1.08,744.72,0.849990728722418
2024-07-24,7,2024,Mill A,Log B22,483.5,411.0,1.38,599.02,0.8500517063081696
2024-07-25,7,2024,Mill A,Log B22,426.5,362.5,0.64,604.96,0.8499413833528722
2024-07-26,7,2024,Mill A,Log B22,410.5,348.9,0.94,534.67,0.8499390986601705
2024-07-27,7,2024,Mill A,Log B22,468.2,398.0,0.82,644.84,0.8500640751815464
2024-07-28,7,2024,Mill A,Log B22,360.3,306.2,0.98,453.07,0.8498473494310297
2024-07-29,7,2024,Mill A,Log B22,426.5,362.5,0.44,550.51,0.8499413833528722
2024-07-30,7,2024,Mill A,Log B22,382.1,324.8,1.55,465.22,0.8500392567390735
2024-07-31,7,2024,Mill A,Log B22,426.2,362.3,1.08,474.68,0.8500703894885031
2024-08-01,8,2024,Mill A,Log B22,433.8,368.8,0.55,570.29,0.8501613646841862
2024-08-02,8,2024,Mill A,Log B22,447.8,380.6,1.0,591.11,0.8499330058061635
2024-08-03,8,2024,Mill A,Log B22,359.8,305.8,0.92,544.52,0.8499166203446359
2024-08-04,8,2024,Mill A,Log B22,410.7,349.1,1.27,565.32,0.8500121743364988
2024-08-05,8,2024,Mill A,Log B22,502.4,427.0,0.43,599.11,0.8499203821656052
2024-08-06,8,2024,Mill A,Log B22,433.4,368.4,1.07,610.54,0.8500230733733272
2024-08-07,8,2024,Mill A,Log B22,444.5,377.9,1.0,556.06,0.8501687289088863
2024-08-08,8,2024,Mill A,Log B22,354.3,301.2,1.47,496.86,0.8501270110076206
2024-08-09,8,2024,Mill A,Log B22,467.5,397.4,1.28,663.08,0.8500534759358288
2024-08-10,8,2024,Mill A,Log B22,477.0,405.4,1.39,650.46,0.849895178197065
2024-08-11,8,2024,Mill A,Log B22,387.6,329.4,0.3,535.55,0.84984520123839
2024-08-12,8,2024,Mill A,Log B22,407.8,346.6,1.13,511.94,0.8499264345267288
2024-08-13,8,2024,Mill A,Log B22,362.4,308.1,1.33,436.33,0.8501655629139074
2024-08-14,8,2024,Mill A,Log B22,463.6,394.1,1.15,554.44,0.850086281276963
2024-08-15,8,2024,Mill A,Log B22,452.3,384.4,1.38,558.98,0.8498783992925049
2024-08-16,8,2024,Mill A,Log B22,398.3,338.5,6.31,551.13,0.849861913130806
2024-08-17,8,2024,Mill A,Log B22,405.7,344.8,1.27,531.76,0.8498890806014296
2024-08-18,8,2024,Mill A,Log B22,473.5,402.5,0.4,564.05,0.8500527983104541
2024-08-19,8,2024,Mill A,Log B22,329.4,280.0,0.0,364.7,0.8500303582270796
2024-08-20,8,2024,Mill A,Log B22,542.6,461.2,0.9,735.98,0.8499815702174713
2024-08-21,8,2024,Mill A,Log B22,363.5,309.0,0.94,475.53,0.8500687757909215
2024-08-22,8,2024,Mill A,Log B22,358.5,304.7,0.95,408.67,0.8499302649930265
2024-08-23,8,2024,Mill A,Log B22,323.4,274.9,1.08,457.54,0.8500309214594929
2024-08-24,8,2024,Mill A,Log B22,304.2,258.6,0.82,367.43,0.8500986193293887
2024-08-25,8,2024,Mill A,Log B22,405.7,344.9,1.41,564.94,0.8501355681538082
2024-08-26,8,2024,Mill A,Log B22,437.1,371.6,0.12,504.96,0.8501487073896133
2024-08-27,8,2024,Mill A,Log B22,382.9,325.5,1.22,452.1,0.850091407678245
2024-08-28,8,2024,Mill A,Log B22,492.6,418.7,1.74,621.99,0.8499796995533901
2024-08-29,8,2024,Mill A,Log B22,440.4,374.3,1.41,576.96,0.8499091734786558
2024-08-30,8,2024,Mill A,Log B22,385.9,328.0,0.94,444.01,0.84996112982638
2024-08-31,8,2024,Mill A,Log B22,437.5,371.9,0.74,514.67,0.8500571428571428
2024-09-01,9,2024,Mill A,Log B22,640.4,544.4,1.5,845.48,0.8500936914428482
2024-09-02,9,2024,Mill A,Log B22,616.2,523.8,6.19,751.33,0.8500486854917233
2024-09-03,9,2024,Mill A,Log B22,596.3,506.9,2.09,729.1,0.8500754653697803
2024-09-04,9,2024,Mill A,Log B22,539.4,458.5,1.3,634.21,0.850018539117538
2024-09-05,9,2024,Mill A,Log B22,597.2,507.6,1.08,778.09,0.8499665103817816
2024-09-06,9,2024,Mill A,Log B22,587.8,499.6,0.94,710.68,0.8499489622320519
2024-09-07,9,2024,Mill A,Log B22,594.4,505.2,1.47,683.79,0.8499327052489906
2024-09-08,9,2024,Mill A,Log B22,548.0,465.8,0.93,681.17,0.85
2024-09-09,9,2024,Mill A,Log B22,595.6,506.3,0.94,765.77,0.8500671591672263
2024-09-10,9,2024,Mill A,Log B22,677.1,575.5,0.75,827.37,0.8499483089647024
2024-09-11,9,2024,Mill A,Log B22,543.2,461.7,0.89,694.4,0.849963181148748
2024-09-12,9,2024,Mill A,Log B22,566.2,481.2,1.84,656.24,0.8498763687742846
2024-09-13,9,2024,Mill A,Log B22,627.4,533.3,0.87,803.55,0.850015938795027
2024-09-14,9,2024,Mill A,Log B22,622.1,528.8,1.66,783.58,0.850024111879119
2024-09-15,9,2024,Mill A,Log B22,655.0,556.7,1.7,836.51,0.8499236641221375
2024-09-16,9,2024,Mill A,Log B22,653.3,555.3,0.85,853.64,0.8499923465482933
2024-09-17,9,2024,Mill A,Log B22,635.0,539.8,1.01,847.34,0.8500787401574802
2024-09-18,9,2024,Mill A,Log B22,712.4,605.5,0.84,890.82,0.8499438517686693
2024-09-19,9,2024,Mill A,Log B22,615.3,523.0,0.26,657.78,0.849991873882659
2024-09-20,9,2024,Mill A,Log B22,666.7,566.7,6.64,853.4,0.8500074996250188
2024-09-21,9,2024,Mill A,Log B22,569.0,483.6,0.37,734.64,0.8499121265377856
2024-09-22,9,2024,Mill A,Log B22,589.1,500.8,1.72,689.61,0.8501103378034289
2024-09-23,9,2024,Mill A,Log B22,548.4,466.1,2.25,675.82,0.8499270605397521
2024-09-24,9,2024,Mill A,Log B22,585.8,497.9,0.86,675.61,0.8499487879822465
2024-09-25,9,2024,Mill A,Log B22,586.6,498.6,1.57,806.25,0.849982952608251
2024-09-26,9,2024,Mill A,Log B22,578.5,491.7,1.21,718.56,0.8499567847882454
2024-09-27,9,2024,Mill A,Log B22,548.8,466.4,0.36,657.16,0.8498542274052479
2024-09-28,9,2024,Mill A,Log B22,638.9,543.0,0.57,759.68,0.8498982626389107
2024-09-29,9,2024,Mill A,Log B22,623.5,530.0,0.83,700.2,0.8500400962309543
2024-09-30,9,2024,Mill A,Log B22,659.9,560.9,0.47,879.84,0.8499772692832247
2024-10-01,10,2024,Mill A,Log B22,566.6,481.6,0.74,693.68,0.8499823508648077
2024-10-02,10,2024,Mill A,Log B22,546.9,464.8,1.3,695.61,0.8498811482903639
2024-10-03,10,2024,Mill A,Log B22,532.6,452.7,0.87,676.69,0.849981224183252
2024-10-04,10,2024,Mill A,Log B22,607.5,516.3,1.22,708.75,0.8498765432098765
2024-10-05,10,2024,Mill A,Log B22,605.3,514.5,0.92,865.43,0.8499917396332398
2024-10-06,10,2024,Mill A,Log B22,636.2,540.7,0.44,686.3,0.8498899717070104
2024-10-07,10,2024,Mill A,Log B22,538.6,457.8,1.01,672.08,0.8499814333457111
2024-10-08,10,2024,Mill A,Log B22,527.4,448.3,1.06,718.69,0.8500189609404627
2024-10-09,10,2024,Mill A,Log B22,535.0,454.8,0.62,742.09,0.8500934579439252
2024-10-10,10,2024,Mill A,Log B22,628.3,534.1,0.66,882.9,0.8500716218367023
2024-10-11,10,2024,Mill A,Log B22,569.3,483.9,1.32,625.85,0.8499912172843843
2024-10-12,10,2024,Mill A,Log B22,555.2,471.9,1.6,630.67,0.8499639769452448
2024-10-13,10,2024,Mill A,Log B22,576.0,489.6,1.36,708.56,0.8500000000000001
2024-10-14,10,2024,Mill A,Log B22,603.7,513.1,0.84,929.41,0.8499254596653967
2024-10-15,10,2024,Mill A,Log B22,626.2,532.3,0.47,777.64,0.850047908016608
2024-10-16,10,2024,Mill A,Log B22,688.5,585.2,1.35,888.66,0.8499636891793755
2024-10-17,10,2024,Mill A,Log B22,523.1,444.6,0.46,622.81,0.8499330911871535
2024-10-18,10,2024,Mill A,Log B22,677.0,575.4,1.3,805.4,0.8499261447562777
2024-10-19,10,2024,Mill A,Log B22,667.1,567.0,0.32,828.02,0.8499475341028331
2024-10-20,10,2024,Mill A,Log B22,502.3,426.9,0.62,650.22,0.8498905036830579
2024-10-21,10,2024,Mill A,Log B22,609.5,518.1,1.53,776.01,0.8500410172272355
2024-10-22,10,2024,Mill A,Log B22,714.7,607.5,1.43,942.5,0.8500069959423534
2024-10-23,10,2024,Mill A,Log B22,544.8,463.1,1.7,717.77,0.8500367107195302
2024-10-24,10,2024,Mill A,Log B22,587.0,499.0,1.48,638.26,0.8500851788756388
2024-10-25,10,2024,Mill A,Log B22,726.9,617.9,1.55,934.2,0.8500481496767093
2024-10-26,10,2024,Mill A,Log B22,581.9,494.6,0.15,785.28,0.8499742223749785
2024-10-27,10,2024,Mill A,Log B22,497.3,422.7,0.25,674.14,0.8499899457068167
2024-10-28,10,2024,Mill A,Log B22,651.2,553.5,1.11,910.15,0.8499692874692875
2024-10-29,10,2024,Mill A,Log B22,586.5,498.5,1.66,772.65,0.8499573742540495
2024-10-30,10,2024,Mill A,Log B22,631.4,536.7,0.79,727.29,0.850015837820716
2024-10-31,10,2024,Mill A,Log B22,570.3,484.7,1.89,700.88,0.8499035595300719
2024-11-01,11,2024,Mill A,Log B22,608.6,517.3,1.34,760.34,0.8499835688465329
2024-11-02,11,2024,Mill A,Log B22,593.7,504.6,0.79,720.0,0.8499242041435068
2024-11-03,11,2024,Mill A,Log B22,539.1,458.2,1.69,790.15,0.849935076980152
2024-11-04,11,2024,Mill A,Log B22,702.3,597.0,0.87,808.28,0.8500640751815464
2024-11-05,11,2024,Mill A,Log B22,554.4,471.2,0.96,663.45,0.84992784992785
2024-11-06,11,2024,Mill A,Log B22,754.1,641.0,1.25,898.32,0.8500198912611059
2024-11-07,11,2024,Mill A,Log B22,562.3,478.0,0.6,778.85,0.8500800284545617
2024-11-08,11,2024,Mill A,Log B22,559.8,475.8,0.63,758.23,0.8499464094319401
2024-11-09,11,2024,Mill A,Log B22,582.8,495.4,0.9,672.39,0.8500343170899108
2024-11-10,11,2024,Mill A,Log B22,516.7,439.2,0.68,702.34,0.8500096767950454
2024-11-11,11,2024,Mill A,Log B22,548.9,466.5,1.17,774.01,0.8498815813445072
2024-11-12,11,2024,Mill A,Log B22,563.8,479.2,1.46,671.08,0.849946789641717
2024-11-13,11,2024,Mill A,Log B22,636.6,541.1,0.5,906.58,0.8499842915488532
2024-11-14,11,2024,Mill A,Log B22,564.3,479.6,1.51,721.78,0.8499025341130605
2024-11-15,11,2024,Mill A,Log B22,524.8,446.1,0.25,598.68,0.8500381097560977
2024-11-16,11,2024,Mill A,Log B22,570.2,484.7,0.9,706.12,0.850052613118204
2024-11-17,11,2024,Mill A,Log B22,611.5,519.8,1.97,780.58,0.8500408830744072
2024-11-18,11,2024,Mill A,Log B22,582.6,495.2,1.35,689.91,0.8499828355647099
2024-11-19,11,2024,Mill A,Log B22,608.8,517.5,0.4,829.12,0.8500328515111696
2024-11-20,11,2024,Mill A,Log B22,657.5,558.9,0.11,863.36,0.8500380228136882
2024-11-21,11,2024,Mill A,Log B22,579.8,492.8,1.67,743.92,0.849948258020007
2024-11-22,11,2024,Mill A,Log B22,565.8,481.0,1.55,748.44,0.8501237186284907
2024-11-23,11,2024,Mill A,Log B22,557.1,473.5,0.65,670.67,0.8499371746544606
2024-11-24,11,2024,Mill A,Log B22,590.1,501.6,1.34,777.24,0.8500254194204372
2024-11-25,11,2024,Mill A,Log B22,716.7,609.2,0.46,881.36,0.8500069764197015
2024-11-26,11,2024,Mill A,Log B22,524.8,446.1,0.0,707.99,0.8500381097560977
2024-11-27,11,2024,Mill A,Log B22,532.9,453.0,1.15,724.11,0.8500656783636705
2024-11-28,11,2024,Mill A,Log B22,657.5,558.9,0.95,771.44,0.8500380228136882
2024-11-29,11,2024,Mill A,Log B22,561.0,476.9,0.66,662.44,0.8500891265597148
2024-11-30,11,2024,Mill A,Log B22,665.8,565.9,1.01,879.46,0.8499549414238511
2024-12-01,12,2024,Mill A,Log B22,727.9,618.7,0.95,889.19,0.8499793927737327
2024-12-02,12,2024,Mill A,Log B22,793.6,674.6,1.16,1015.68,0.8500504032258065
2024-12-03,12,2024,Mill A,Log B22,711.4,604.7,0.0,839.77,0.8500140567894294
2024-12-04,12,2024,Mill A,Log B22,690.9,587.3,0.8,928.76,0.8500506585612968
2024-12-05,12,2024,Mill A,Log B22,690.6,587.0,0.37,904.16,0.8499855198378221
2024-12-06,12,2024,Mill A,Log B22,670.1,569.6,0.88,936.16,0.8500223847186987
2024-12-07,12,2024,Mill A,Log B22,593.5,504.5,1.21,675.08,0.8500421229991575
2024-12-08,12,2024,Mill A,Log B22,654.6,556.4,1.13,792.88,0.8499847234952642
2024-12-09,12,2024,Mill A,Log B22,676.3,574.8,1.47,856.15,0.8499186751441667
2024-12-10,12,2024,Mill A,Log B22,769.6,654.1,1.61,1009.45,0.8499220374220374
2024-12-11,12,2024,Mill A,Log B22,686.0,583.1,1.48,860.75,0.85
2024-12-12,12,2024,Mill A,Log B22,745.1,633.3,1.63,1004.52,0.8499530264394041
2024-12-13,12,2024,Mill A,Log B22,692.3,588.4,1.15,895.16,0.8499205546728297
2024-12-14,12,2024,Mill A,Log B22,667.9,567.7,0.93,785.9,0.8499775415481361
2024-12-15,12,2024,Mill A,Log B22,718.9,611.1,0.0,944.79,0.8500486854917235
2024-12-16,12,2024,Mill A,Log B22,763.6,649.1,0.71,986.19,0.8500523834468308
2024-12-17,12,2024,Mill A,Log B22,757.0,643.5,1.35,948.25,0.8500660501981506
