date_key,site_key,product_key,input_volume_m3,output_volume_m3,downtime_hours,shift_hours,energy_kwh
20250630,3,2,402.7,342.3,1.39,24,526.18
20250701,3,2,534.6,454.4,1.48,24,731.86
20250702,3,2,468.3,398.0,1.36,24,602.17
20250703,3,2,467.1,397.0,1.1,24,616.78
20250704,3,2,367.9,312.7,1.06,24,483.88
20250705,3,2,406.8,345.7,1.83,24,483.7
20250706,3,2,438.7,372.9,1.76,24,567.16
20250707,3,2,434.9,369.7,1.74,24,531.76
20250708,3,2,316.7,269.2,1.26,24,405.69
20250709,3,2,414.8,352.6,1.62,24,506.29
20250710,3,2,411.6,349.9,0.76,24,494.7
20250711,3,2,448.1,380.8,0.63,24,512.02
20250712,3,2,370.9,315.3,1.23,24,422.13
20250713,3,2,402.7,342.3,0.59,24,505.71
20250714,3,2,356.2,302.8,0.78,24,433.45
20250715,3,2,351.4,298.7,0.0,24,426.63
20250716,3,2,370.1,314.6,6.07,24,537.64
20250717,3,2,395.2,335.9,1.8,24,488.8
20250718,3,2,491.4,417.7,1.66,24,603.09
20250719,3,2,421.2,358.0,1.57,24,513.56
20250720,3,2,338.0,287.3,0.83,24,434.1
20250721,3,2,428.6,364.3,0.96,24,578.9
20250722,3,2,399.8,339.8,1.16,24,492.31
20250723,3,2,388.0,329.8,0.36,24,541.45
20250724,3,2,369.9,314.4,1.01,24,441.2
20250725,3,2,401.0,340.8,1.16,24,589.62
20250726,3,2,441.1,374.9,0.91,24,581.42
20250727,3,2,347.3,295.2,1.25,24,391.97
20250728,3,2,551.5,468.8,0.64,24,722.73
20250729,3,2,471.5,400.8,0.82,24,655.12
20250730,3,2,403.3,342.8,1.62,24,520.17
20250731,3,2,418.0,355.3,0.89,24,581.22
20250801,3,2,353.1,300.1,1.72,24,481.27
20250802,3,2,467.7,397.5,0.96,24,654.17
20250803,3,2,396.9,337.4,0.45,24,484.17
20250804,3,2,415.4,353.1,0.89,24,522.37
20250805,3,2,429.3,364.9,0.38,24,545.27
20250806,3,2,396.7,337.2,0.7,24,556.64
20250807,3,2,452.8,384.9,1.31,24,564.59
20250808,3,2,410.2,348.7,0.17,24,506.42
20250809,3,2,412.4,350.5,1.42,24,513.88
20250810,3,2,392.2,333.4,0.64,24,535.05
20250811,3,2,502.4,427.0,0.48,24,602.59
20250812,3,2,494.1,420.0,1.23,24,654.13
20250813,3,2,360.1,306.1,1.19,24,493.2
20250814,3,2,423.2,359.7,1.83,24,529.58
20250815,3,2,356.7,303.2,0.67,24,463.73
20250816,3,2,413.6,351.6,0.0,24,478.81
20250817,3,2,388.4,330.1,0.77,24,505.11
20250818,3,2,411.6,349.9,0.0,24,554.54
20250819,3,2,384.8,327.1,1.67,24,514.56
20250820,3,2,464.9,395.1,0.62,24,558.47
20250821,3,2,426.4,362.4,0.37,24,548.48
20250822,3,2,407.2,346.2,1.52,24,505.22
20250823,3,2,444.6,377.9,0.96,24,534.98
20250824,3,2,411.6,349.8,0.25,24,561.51
20250825,3,2,442.0,375.7,0.59,24,533.5
20250826,3,2,340.3,289.2,1.67,24,465.63
20250827,3,2,336.2,285.8,1.85,24,436.74
20250828,3,2,425.9,362.0,1.0,24,556.48
20250829,3,2,407.5,346.4,1.3,24,525.46
20250830,3,2,450.3,382.8,1.83,24,578.24
20250831,3,2,409.4,348.0,1.54,24,557.55
20250901,3,2,635.4,540.1,1.05,24,869.73
20250902,3,2,564.7,480.0,0.46,24,807.11
20250903,3,2,584.8,497.1,0.71,24,694.32
20250904,3,2,476.1,404.7,1.87,24,590.14
20250905,3,2,547.4,465.3,1.18,24,674.94
20250906,3,2,634.4,539.2,1.6,24,863.21
20250907,3,2,600.1,510.1,0.87,24,819.45
20250908,3,2,580.4,493.3,1.29,24,755.35
20250909,3,2,661.6,562.4,1.5,24,724.64
20250910,3,2,584.0,496.4,1.65,24,774.91
20250911,3,2,554.4,471.2,1.39,24,659.05
20250912,3,2,587.9,499.7,0.88,24,773.59
20250913,3,2,574.1,488.0,0.31,24,695.67
20250914,3,2,553.5,470.4,5.99,24,790.73
20250915,3,2,597.8,508.1,0.43,24,698.74
20250916,3,2,671.3,570.6,1.11,24,881.89
20250917,3,2,550.5,467.9,1.33,24,723.02
20250918,3,2,615.7,523.3,0.31,24,809.45
20250919,3,2,558.8,475.0,0.48,24,750.65
20250920,3,2,632.1,537.3,0.61,24,769.65
20250921,3,2,650.9,553.2,1.5,24,817.89
20250922,3,2,637.5,541.9,0.96,24,862.78
20250923,3,2,683.6,581.1,1.68,24,878.55
20250924,3,2,634.4,539.2,1.21,24,803.16
20250925,3,2,628.5,534.2,0.85,24,756.45
20250926,3,2,579.4,492.5,0.53,24,718.25
20250927,3,2,577.2,490.6,1.12,24,693.38
20250928,3,2,646.7,549.7,1.18,24,938.15
20250929,3,2,594.2,505.1,1.38,24,698.24
20250930,3,2,534.0,453.9,1.19,24,710.34
20251001,3,2,632.1,537.3,1.73,24,789.95
20251002,3,2,714.5,607.4,6.1,24,969.24
20251003,3,2,564.9,480.1,1.1,24,702.63
20251004,3,2,664.5,564.9,0.89,24,817.47
20251005,3,2,708.2,602.0,0.55,24,986.79
20251006,3,2,591.9,503.1,0.89,24,789.59
20251007,3,2,531.9,452.1,1.11,24,658.29
20251008,3,2,683.7,581.1,0.93,24,951.12
20251009,3,2,585.4,497.6,1.61,24,777.21
20251010,3,2,577.6,491.0,1.83,24,688.87
20251011,3,2,555.2,471.9,0.15,24,693.76
20251012,3,2,691.6,587.9,0.73,24,805.38
20251013,3,2,609.7,518.2,0.33,24,791.62
20251014,3,2,623.1,529.6,0.15,24,728.55
20251015,3,2,650.7,553.1,1.42,24,850.68
20251016,3,2,606.7,515.7,1.08,24,825.48
20251017,3,2,631.8,537.0,0.0,24,789.8
20251018,3,2,612.1,520.3,1.53,24,824.77
20251019,3,2,515.4,438.1,1.41,24,671.75
20251020,3,2,630.7,536.1,0.98,24,716.47
20251021,3,2,653.8,555.8,1.01,24,868.6
20251022,3,2,603.4,512.9,0.72,24,769.57
20251023,3,2,568.7,483.4,0.62,24,745.06
20251024,3,2,515.3,438.0,1.06,24,743.89
20251025,3,2,569.2,483.8,1.26,24,690.43
20251026,3,2,512.4,435.6,1.15,24,589.2
20251027,3,2,557.6,473.9,0.35,24,718.55
20251028,3,2,543.9,462.3,0.34,24,767.34
20251029,3,2,582.5,495.2,0.61,24,806.89
20251030,3,2,729.8,620.3,1.5,24,992.11
20251031,3,2,545.1,463.4,2.06,24,760.13
20251101,3,2,581.9,494.6,1.8,24,724.91
20251102,3,2,548.5,466.2,0.78,24,726.11
20251103,3,2,602.0,511.7,1.39,24,850.27
20251104,3,2,708.5,602.2,0.88,24,987.1
20251105,3,2,607.1,516.0,1.32,24,814.43
20251106,3,2,614.7,522.5,0.07,24,812.32
20251107,3,2,607.0,515.9,0.49,24,778.68
20251108,3,2,625.1,531.3,0.72,24,790.21
20251109,3,2,603.0,512.6,1.1,24,766.53
20251110,3,2,622.0,528.7,0.76,24,716.56
20251111,3,2,564.8,480.1,0.74,24,679.1
20251112,3,2,638.2,542.5,0.72,24,806.91
20251113,3,2,628.2,533.9,1.35,24,858.16
20251114,3,2,566.1,481.2,1.19,24,735.82
20251115,3,2,682.4,580.1,0.67,24,767.06
20251116,3,2,574.4,488.3,2.49,24,713.61
20251117,3,2,544.1,462.4,1.01,24,705.99
20251118,3,2,586.4,498.4,0.58,24,731.18
20251119,3,2,602.1,511.8,1.68,24,666.09
20251120,3,2,659.9,560.9,1.11,24,874.06
20251121,3,2,578.7,491.9,0.81,24,728.35
20251122,3,2,584.1,496.5,0.46,24,717.79
20251123,3,2,581.2,494.0,1.24,24,725.12
20251124,3,2,610.1,518.6,1.03,24,758.83
20251125,3,2,535.1,454.8,1.59,24,746.5
20251126,3,2,597.5,507.8,0.86,24,697.47
20251127,3,2,604.2,513.6,0.66,24,740.8
20251128,3,2,580.3,493.2,0.89,24,709.09
20251129,3,2,637.6,542.0,0.78,24,827.55
20251130,3,2,505.4,429.6,0.0,24,650.26
20251201,3,2,728.0,618.8,1.82,24,982.84
20251202,3,2,676.3,574.9,0.99,24,920.07
20251203,3,2,736.6,626.1,0.6,24,1038.99
20251204,3,2,750.0,637.5,1.73,24,970.21
20251205,3,2,717.4,609.8,0.32,24,817.06
20251206,3,2,631.4,536.7,1.57,24,837.66
20251207,3,2,651.8,554.0,1.14,24,907.39
20251208,3,2,712.8,605.9,2.18,24,850.91
20251209,3,2,622.7,529.3,1.0,24,818.22
20251210,3,2,776.6,660.1,0.71,24,1115.96
20251211,3,2,765.8,650.9,1.22,24,936.54
20251212,3,2,747.6,635.4,0.94,24,895.01
20251213,3,2,742.0,630.7,0.79,24,930.22
20251214,3,2,746.3,634.3,1.04,24,855.02
20251215,3,2,643.9,547.3,1.18,24,782.33
20251216,3,2,648.4,551.2,0.84,24,922.26
20251217,3,2,662.7,563.3,0.85,24,859.2
20251218,3,2,708.5,602.3,1.14,24,893.14
20251219,3,2,713.2,606.2,1.49,24,844.35
20251220,3,2,647.1,550.0,1.02,24,839.29
20251221,3,2,764.6,649.9,1.29,24,1026.5
20251222,3,2,727.5,618.4,1.5,24,887.84
20251223,3,2,639.9,543.9,0.33,24,676.71
20251224,3,2,677.5,575.9,0.43,24,829.55
20251225,3,2,654.4,556.2,0.94,24,880.65
20251226,3,2,779.7,662.8,0.93,24,1002.9
20251227,3,2,712.5,605.6,0.27,24,940.54
20251228,3,2,687.5,584.4,1.67,24,829.97
20251229,3,2,660.8,561.7,1.11,24,870.01
20251230,3,2,746.0,634.1,1.32,24,1017.88
20251231,3,2,734.4,624.2,1.44,24,939.23
20240101,3,3,746.3,671.7,0.63,24,993.35
20240102,3,3,777.6,699.8,1.15,24,1113.65
20240103,3,3,727.1,654.4,0.61,24,1046.19
20240104,3,3,730.6,657.6,0.81,24,922.21
20240105,3,3,758.5,682.6,0.28,24,1115.47
20240106,3,3,747.7,672.9,1.46,24,993.58
20240107,3,3,686.3,617.7,1.21,24,940.4
20240108,3,3,641.2,577.0,1.65,24,935.11
20240109,3,3,724.9,652.4,1.29,24,1070.81
20240110,3,3,741.9,667.7,0.85,24,1106.9
20240111,3,3,645.6,581.0,1.08,24,818.91
20240112,3,3,727.5,654.7,1.07,24,943.76
20240113,3,3,732.7,659.4,0.47,24,937.53
20240114,3,3,793.5,714.2,1.74,24,1099.32
20240115,3,3,707.8,637.1,2.08,24,957.23
20240116,3,3,751.4,676.3,1.01,24,1096.11
20240117,3,3,693.7,624.4,0.84,24,937.55
20240118,3,3,660.8,594.8,1.32,24,855.89
20240119,3,3,705.6,635.0,0.0,24,846.7
20240120,3,3,760.5,684.4,1.26,24,1036.68
20240121,3,3,658.4,592.6,0.99,24,888.02
20240122,3,3,702.6,632.4,0.48,24,930.64
20240123,3,3,683.8,615.4,1.78,24,906.05
20240124,3,3,695.9,626.3,1.93,24,900.84
20240125,3,3,721.1,649.0,0.3,24,1011.47
20240126,3,3,767.2,690.5,1.58,24,963.38
20240127,3,3,692.0,622.8,0.74,24,882.82
20240128,3,3,675.5,607.9,0.6,24,927.46
20240129,3,3,783.0,704.7,0.66,24,1057.75
20240130,3,3,756.5,680.9,1.44,24,1009.35
20240131,3,3,786.7,708.0,0.74,24,999.92
20240201,3,3,728.8,655.9,0.59,24,1058.16
20240202,3,3,652.3,587.1,1.42,24,908.86
20240203,3,3,683.3,614.9,1.64,24,918.05
20240204,3,3,688.8,620.0,1.48,24,978.74
20240205,3,3,719.7,647.7,5.01,24,993.97
20240206,3,3,728.4,655.6,1.15,24,965.95
20240207,3,3,740.6,666.5,0.66,24,1004.28
20240208,3,3,709.0,638.1,0.57,24,1034.77
20240209,3,3,708.1,637.3,1.14,24,1020.49
20240210,3,3,699.1,629.2,1.38,24,936.65
20240211,3,3,800.4,720.3,0.57,24,1108.57
20240212,3,3,743.5,669.1,0.5,24,1090.06
20240213,3,3,744.7,670.3,1.88,24,995.43
20240214,3,3,763.3,687.0,1.11,24,1000.11
20240215,3,3,639.1,575.2,0.61,24,821.17
20240216,3,3,672.8,605.5,2.11,24,894.51
20240217,3,3,744.7,670.2,0.4,24,893.33
20240218,3,3,786.5,707.9,0.35,24,1040.12
20240219,3,3,731.9,658.7,0.66,24,911.92
20240220,3,3,667.9,601.1,0.66,24,919.35
20240221,3,3,740.4,666.4,0.39,24,1081.16
20240222,3,3,690.8,621.7,1.4,24,989.32
20240223,3,3,626.7,564.0,1.22,24,796.65
20240224,3,3,662.7,596.5,1.73,24,950.62
20240225,3,3,718.4,646.5,1.24,24,971.17
20240226,3,3,672.5,605.3,0.24,24,900.22
20240227,3,3,794.8,715.3,1.02,24,1092.67
20240228,3,3,708.1,637.3,0.75,24,1041.07
20240229,3,3,788.2,709.3,1.31,24,1026.32
20240301,3,3,594.9,535.4,0.88,24,852.52
20240302,3,3,577.7,520.0,0.98,24,729.58
20240303,3,3,582.1,523.8,1.06,24,784.01
20240304,3,3,555.7,500.2,1.08,24,685.2
20240305,3,3,571.2,514.1,1.35,24,778.85
20240306,3,3,571.1,514.0,1.38,24,861.17
20240307,3,3,566.8,510.2,2.53,24,811.56
20240308,3,3,548.3,493.5,0.68,24,724.31
20240309,3,3,587.0,528.3,1.15,24,803.45
20240310,3,3,508.6,457.7,0.64,24,699.5
20240311,3,3,691.7,622.5,1.31,24,956.64
20240312,3,3,524.8,472.4,0.43,24,592.42
20240313,3,3,563.7,507.4,1.07,24,911.08
20240314,3,3,567.4,510.7,1.31,24,793.95
20240315,3,3,570.7,513.7,0.96,24,795.2
20240316,3,3,630.3,567.2,0.87,24,1006.73
20240317,3,3,623.6,561.2,0.96,24,845.01
20240318,3,3,627.5,564.8,1.85,24,777.34
20240319,3,3,533.3,479.9,1.07,24,742.92
20240320,3,3,631.7,568.6,1.03,24,847.94
20240321,3,3,676.7,609.1,0.68,24,962.36
20240322,3,3,580.7,522.7,0.86,24,750.63
20240323,3,3,577.4,519.7,1.08,24,850.58
20240324,3,3,705.7,635.1,1.2,24,909.97
20240325,3,3,544.1,489.7,1.07,24,745.3
20240326,3,3,621.4,559.3,0.67,24,807.95
20240327,3,3,633.5,570.2,0.75,24,738.24
20240328,3,3,591.1,532.0,0.99,24,809.35
20240329,3,3,619.1,557.2,0.0,24,931.54
20240330,3,3,492.4,443.2,0.92,24,684.45
20240331,3,3,601.1,541.0,1.47,24,869.54
20240401,3,3,709.3,638.4,0.11,24,980.54
20240402,3,3,599.3,539.4,0.99,24,839.64
20240403,3,3,577.0,519.3,1.62,24,825.52
20240404,3,3,565.3,508.8,0.87,24,758.06
20240405,3,3,642.4,578.2,1.38,24,895.89
20240406,3,3,535.5,482.0,1.03,24,701.04
20240407,3,3,572.5,515.3,0.63,24,821.63
20240408,3,3,514.2,462.8,0.77,24,781.89
20240409,3,3,571.2,514.1,0.96,24,818.69
20240410,3,3,608.9,548.0,0.64,24,687.16
20240411,3,3,641.8,577.6,0.65,24,945.29
20240412,3,3,560.1,504.1,0.45,24,753.92
20240413,3,3,633.8,570.4,1.54,24,724.58
20240414,3,3,522.7,470.5,0.52,24,639.32
20240415,3,3,683.4,615.0,1.02,24,969.39
20240416,3,3,525.2,472.7,1.71,24,692.19
20240417,3,3,562.5,506.2,1.53,24,660.92
20240418,3,3,501.3,451.1,1.23,24,730.9
20240419,3,3,684.8,616.3,0.99,24,956.58
20240420,3,3,581.9,523.7,1.2,24,757.31
20240421,3,3,632.8,569.5,0.84,24,920.32
20240422,3,3,746.0,671.4,0.53,24,1040.98
20240423,3,3,567.5,510.7,1.37,24,758.4
20240424,3,3,629.4,566.4,1.14,24,924.68
20240425,3,3,605.3,544.8,0.34,24,797.2
20240426,3,3,710.5,639.4,0.59,24,925.42
20240427,3,3,694.9,625.4,1.27,24,986.67
20240428,3,3,597.4,537.7,1.13,24,873.21
20240429,3,3,604.5,544.0,0.91,24,759.71
20240430,3,3,648.5,583.6,1.08,24,878.85
20240501,3,3,530.9,477.8,1.14,24,711.71
20240502,3,3,611.7,550.5,0.54,24,766.07
20240503,3,3,470.7,423.6,0.6,24,752.02
20240504,3,3,538.7,484.8,0.96,24,653.5
20240505,3,3,598.6,538.8,1.37,24,845.26
20240506,3,3,558.3,502.5,1.72,24,688.08
20240507,3,3,569.7,512.8,1.99,24,827.36
20240508,3,3,587.2,528.5,0.87,24,812.6
20240509,3,3,634.0,570.6,0.82,24,893.79
20240510,3,3,614.5,553.1,1.32,24,823.1
20240511,3,3,562.8,506.6,1.17,24,681.32
20240512,3,3,616.9,555.2,1.71,24,838.33
20240513,3,3,560.8,504.7,1.8,24,753.13
20240514,3,3,601.4,541.3,0.96,24,783.54
20240515,3,3,522.4,470.2,0.4,24,719.19
20240516,3,3,535.8,482.2,1.13,24,676.1
20240517,3,3,523.1,470.8,1.32,24,806.4
20240518,3,3,682.5,614.2,0.62,24,795.14
20240519,3,3,506.9,456.2,0.52,24,677.58
20240520,3,3,586.1,527.5,0.63,24,739.51
20240521,3,3,596.0,536.4,0.7,24,762.39
20240522,3,3,579.5,521.5,0.96,24,774.23
20240523,3,3,540.6,486.5,1.01,24,709.13
20240524,3,3,624.8,562.3,1.42,24,827.77
20240525,3,3,636.1,572.5,1.3,24,811.86
20240526,3,3,548.8,493.9,1.08,24,751.96
20240527,3,3,558.2,502.3,1.24,24,702.95
20240528,3,3,661.3,595.2,0.53,24,872.23
20240529,3,3,598.9,539.0,0.93,24,773.69
20240530,3,3,574.9,517.4,1.33,24,730.36
20240531,3,3,719.3,647.4,0.72,24,921.79
20240601,3,3,534.0,480.6,1.48,24,730.37
20240602,3,3,431.1,388.0,5.83,24,568.4
20240603,3,3,458.2,412.4,1.39,24,614.95
20240604,3,3,413.3,371.9,0.52,24,581.24
20240605,3,3,344.0,309.6,0.91,24,434.61
20240606,3,3,442.6,398.4,0.37,24,583.41
20240607,3,3,413.6,372.2,1.36,24,559.65
20240608,3,3,484.0,435.6,2.23,24,624.89
20240609,3,3,481.9,433.7,1.47,24,605.78
20240610,3,3,434.8,391.3,1.33,24,571.88
20240611,3,3,440.4,396.4,1.15,24,534.84
20240612,3,3,429.6,386.6,0.48,24,518.4
20240613,3,3,442.6,398.4,1.78,24,562.94
20240614,3,3,483.9,435.5,0.76,24,650.33
20240615,3,3,444.4,399.9,1.35,24,611.02
20240616,3,3,422.8,380.5,1.65,24,537.63
20240617,3,3,477.8,430.0,1.6,24,699.7
20240618,3,3,361.4,325.2,0.86,24,481.8
20240619,3,3,426.5,383.9,1.35,24,597.29
20240620,3,3,464.2,417.8,0.28,24,605.12
20240621,3,3,415.0,373.5,0.69,24,559.04
20240622,3,3,424.4,381.9,1.2,24,589.86
20240623,3,3,379.5,341.5,1.06,24,569.75
20240624,3,3,453.1,407.8,1.57,24,574.81
20240625,3,3,419.0,377.1,1.6,24,547.61
20240626,3,3,361.7,325.5,0.63,24,471.71
20240627,3,3,457.4,411.6,0.36,24,606.43
20240628,3,3,453.2,407.9,1.31,24,633.71
20240629,3,3,432.1,388.9,1.69,24,615.39
20240630,3,3,452.8,407.5,1.36,24,603.78
20240701,3,3,411.0,369.9,0.95,24,583.54
20240702,3,3,458.1,412.3,0.93,24,587.14
20240703,3,3,443.6,399.2,1.29,24,732.69
20240704,3,3,376.1,338.5,1.27,24,555.08
20240705,3,3,379.3,341.3,0.69,24,493.1
20240706,3,3,396.9,357.2,1.53,24,581.82
20240707,3,3,422.1,379.9,1.55,24,585.22
20240708,3,3,354.1,318.7,0.76,24,569.8
20240709,3,3,472.5,425.2,1.31,24,632.29
20240710,3,3,460.2,414.2,1.75,24,623.35
20240711,3,3,397.3,357.6,0.89,24,591.98
20240712,3,3,441.0,396.9,0.75,24,622.24
20240713,3,3,438.9,395.0,0.38,24,573.58
20240714,3,3,385.6,347.1,1.47,24,492.1
20240715,3,3,413.2,371.9,1.69,24,557.49
20240716,3,3,306.9,276.2,0.3,24,408.08
20240717,3,3,383.4,345.0,1.61,24,531.38
20240718,3,3,452.8,407.6,1.09,24,640.46
20240719,3,3,397.4,357.7,0.13,24,469.88
20240720,3,3,443.6,399.2,1.32,24,614.23
20240721,3,3,397.7,358.0,0.96,24,569.49
20240722,3,3,369.4,332.4,0.75,24,448.68
20240723,3,3,402.4,362.1,6.14,24,565.24
20240724,3,3,433.5,390.1,1.22,24,567.1
20240725,3,3,494.0,444.6,0.56,24,626.85
20240726,3,3,430.1,387.1,0.76,24,553.33
20240727,3,3,392.1,352.9,1.28,24,526.73
20240728,3,3,345.5,311.0,0.59,24,492.14
20240729,3,3,381.2,343.1,0.0,24,513.03
20240730,3,3,440.4,396.4,0.69,24,564.38
20240731,3,3,417.7,375.9,0.8,24,586.98
20240801,3,3,536.9,483.2,0.15,24,740.84
20240802,3,3,355.8,320.2,0.84,24,450.15
20240803,3,3,461.2,415.0,1.31,24,637.24
20240804,3,3,460.1,414.0,1.33,24,556.06
20240805,3,3,500.4,450.3,0.28,24,678.47
20240806,3,3,406.9,366.2,0.0,24,607.32
20240807,3,3,418.3,376.5,1.7,24,616.89
20240808,3,3,476.4,428.8,0.32,24,623.16
20240809,3,3,458.4,412.6,0.75,24,656.21
20240810,3,3,444.6,400.1,1.74,24,594.69
20240811,3,3,456.6,410.9,0.65,24,629.58
20240812,3,3,521.2,469.1,1.49,24,703.86
20240813,3,3,409.4,368.5,0.5,24,533.86
20240814,3,3,494.5,445.1,0.86,24,597.8
20240815,3,3,439.7,395.7,1.05,24,563.34
20240816,3,3,361.2,325.1,0.89,24,492.26
20240817,3,3,419.3,377.4,1.6,24,532.65
20240818,3,3,437.6,393.9,0.72,24,624.96
20240819,3,3,505.5,455.0,0.3,24,700.53
20240820,3,3,405.2,364.6,2.03,24,517.57
20240821,3,3,394.9,355.4,1.41,24,506.87
20240822,3,3,384.3,345.9,1.36,24,502.16
20240823,3,3,435.1,391.6,6.1,24,579.23
20240824,3,3,366.4,329.7,0.95,24,471.38
20240825,3,3,488.8,439.9,0.56,24,610.68
20240826,3,3,377.9,340.1,0.67,24,537.58
20240827,3,3,404.8,364.4,1.45,24,578.6
20240828,3,3,420.8,378.7,0.95,24,575.55
20240829,3,3,384.4,346.0,1.76,24,560.59
20240830,3,3,491.0,441.9,0.2,24,719.44
20240831,3,3,466.5,419.9,1.16,24,642.83
20240901,3,3,567.8,511.0,1.09,24,816.05
20240902,3,3,527.7,474.9,0.7,24,712.74
20240903,3,3,639.5,575.5,0.42,24,843.21
20240904,3,3,619.5,557.6,1.22,24,786.93
20240905,3,3,586.7,528.0,0.61,24,909.57
20240906,3,3,604.3,543.9,1.02,24,858.85
20240907,3,3,658.4,592.5,1.53,24,945.2
20240908,3,3,604.3,543.9,0.85,24,905.18
20240909,3,3,600.5,540.5,1.17,24,840.16
20240910,3,3,745.0,670.5,0.64,24,1002.13
20240911,3,3,657.4,591.6,1.1,24,917.91
20240912,3,3,658.0,592.2,0.6,24,820.42
20240913,3,3,504.8,454.3,0.98,24,714.4
20240914,3,3,519.4,467.4,1.0,24,751.06
20240915,3,3,619.0,557.1,1.17,24,870.77
20240916,3,3,631.0,567.9,1.01,24,837.33
20240917,3,3,539.2,485.3,1.33,24,760.24
20240918,3,3,619.3,557.4,0.72,24,919.48
20240919,3,3,661.1,594.9,0.71,24,801.22
20240920,3,3,604.2,543.7,1.35,24,832.41
20240921,3,3,556.7,501.0,0.96,24,685.77
20240922,3,3,593.9,534.5,0.98,24,765.95
20240923,3,3,543.0,488.7,0.58,24,788.96
20240924,3,3,606.2,545.6,1.07,24,873.57
20240925,3,3,588.3,529.5,0.99,24,656.25
20240926,3,3,616.1,554.5,0.24,24,846.32
20240927,3,3,558.1,502.3,2.28,24,744.21
20240928,3,3,613.8,552.4,1.45,24,839.51
20240929,3,3,621.4,559.3,0.7,24,856.65
20240930,3,3,607.6,546.8,1.35,24,746.5
20241001,3,3,651.8,586.6,0.94,24,910.85
20241002,3,3,636.4,572.7,0.74,24,830.41
20241003,3,3,584.1,525.7,2.41,24,851.48
20241004,3,3,482.7,434.4,1.55,24,692.11
20241005,3,3,544.3,489.9,0.8,24,785.76
20241006,3,3,537.8,484.0,0.45,24,760.78
20241007,3,3,548.8,494.0,0.96,24,807.51
20241008,3,3,518.3,466.4,0.54,24,673.85
20241009,3,3,563.6,507.2,1.69,24,806.32
20241010,3,3,552.6,497.4,1.35,24,711.29
20241011,3,3,576.1,518.5,1.42,24,830.49
20241012,3,3,665.8,599.2,1.59,24,993.19
20241013,3,3,571.6,514.5,1.28,24,807.1
20241014,3,3,562.5,506.3,0.93,24,796.41
20241015,3,3,645.1,580.6,0.65,24,863.03
20241016,3,3,610.0,549.0,0.44,24,756.61
20241017,3,3,570.5,513.4,1.31,24,784.91
20241018,3,3,591.9,532.7,0.37,24,801.1
20241019,3,3,610.9,549.8,0.34,24,798.13
20241020,3,3,565.0,508.5,1.54,24,767.02
20241021,3,3,565.6,509.1,1.0,24,741.07
20241022,3,3,589.5,530.5,1.14,24,846.44
20241023,3,3,551.4,496.2,1.11,24,745.07
20241024,3,3,548.2,493.4,2.48,24,750.95
20241025,3,3,520.3,468.3,1.85,24,724.93
20241026,3,3,580.4,522.3,0.54,24,705.69
20241027,3,3,614.0,552.6,1.19,24,854.86
20241028,3,3,650.0,585.0,1.24,24,856.38
20241029,3,3,605.4,544.8,0.87,24,961.42
20241030,3,3,599.3,539.3,0.19,24,874.92
20241031,3,3,603.6,543.3,0.71,24,781.6
20241101,3,3,686.1,617.5,1.2,24,937.39
20241102,3,3,605.1,544.6,0.76,24,797.18
20241103,3,3,616.1,554.5,0.0,24,850.47
20241104,3,3,588.1,529.2,1.8,24,857.34
20241105,3,3,630.5,567.4,0.33,24,886.87
20241106,3,3,536.5,482.9,1.28,24,737.21
20241107,3,3,550.5,495.5,1.54,24,812.6
20241108,3,3,601.6,541.4,0.74,24,830.34
20241109,3,3,603.6,543.2,1.47,24,798.15
20241110,3,3,617.4,555.6,1.41,24,929.43
20241111,3,3,540.8,486.7,0.62,24,832.34
20241112,3,3,609.3,548.3,1.1,24,1019.05
20241113,3,3,600.6,540.5,0.95,24,767.64
20241114,3,3,559.3,503.4,1.76,24,779.2
20241115,3,3,539.6,485.6,1.18,24,757.51
20241116,3,3,600.4,540.3,1.19,24,953.39
20241117,3,3,553.6,498.3,1.21,24,774.55
20241118,3,3,573.6,516.3,0.56,24,794.71
20241119,3,3,658.9,593.0,0.05,24,934.62
20241120,3,3,607.0,546.3,0.94,24,746.54
20241121,3,3,653.6,588.3,0.92,24,864.07
20241122,3,3,656.3,590.6,1.45,24,761.26
20241123,3,3,718.1,646.3,1.06,24,1017.82
20241124,3,3,577.7,519.9,0.83,24,792.96
20241125,3,3,560.6,504.6,1.56,24,779.57
20241126,3,3,549.4,494.5,1.09,24,810.22
20241127,3,3,623.8,561.4,0.55,24,901.14
20241128,3,3,617.7,555.9,1.32,24,809.26
20241129,3,3,567.8,511.0,0.82,24,745.2
20241130,3,3,676.6,608.9,0.57,24,873.29
20241201,3,3,772.9,695.6,1.06,24,1219.94
20241202,3,3,571.9,514.7,0.28,24,808.93
20241203,3,3,699.5,629.5,0.36,24,961.4
20241204,3,3,763.1,686.8,0.18,24,1003.81
20241205,3,3,615.7,554.1,1.33,24,852.08
20241206,3,3,754.5,679.0,0.12,24,1090.47
20241207,3,3,715.4,643.9,0.89,24,898.74
20241208,3,3,684.5,616.0,1.07,24,1037.22
20241209,3,3,794.9,715.4,0.63,24,1150.88
20241210,3,3,757.1,681.4,0.72,24,983.81
20241211,3,3,687.9,619.1,0.97,24,1014.38
20241212,3,3,643.3,578.9,0.84,24,934.78
20241213,3,3,692.3,623.1,1.42,24,876.6
20241214,3,3,620.1,558.1,1.77,24,880.65
20241215,3,3,726.5,653.9,1.04,24,1073.96
