order_id,order_date_key,ship_date_key,delivery_date_key,customer_key,product_key,site_key,qty_m3,on_time_flag,in_full_flag
ORD101028,20250608,20250615,20250622,3,1,5,56.5,1,1
ORD101029,20250810,20250811,20250825,3,2,5,50.2,0,1
ORD101030,20240825,20240831,20240915,5,4,6,39.9,0,1
ORD101031,20240209,20240210,20240224,2,2,6,50.6,0,1
ORD101032,20250111,20250116,20250203,5,3,5,85.2,0,1
ORD101033,20240515,20240520,20240608,4,1,5,32.9,0,1
ORD101034,20241228,20241230,20250105,4,5,5,59.4,1,0
ORD101035,20250123,20250130,20250203,4,3,5,45.3,1,0
ORD101036,20250814,20250820,20250825,2,3,6,56.7,1,1
ORD101037,20241031,20241106,20241123,4,2,6,51.8,0,1
ORD101038,20250210,20250213,20250224,2,1,6,56.1,0,1
ORD101039,20240923,20240926,20241011,2,4,5,40.6,0,1
ORD101040,20251023,20251025,20251113,4,3,6,53.0,0,1
ORD101041,20241115,20241121,20241205,2,1,6,41.3,0,1
ORD101042,20250501,20250508,20250522,5,4,6,55.3,0,1
ORD101043,20240927,20240930,20241014,4,6,5,56.2,0,1
ORD101044,20241219,20241226,20250113,1,3,6,55.2,0,1
ORD101045,20250412,20250417,20250501,3,4,5,52.1,0,1
ORD101046,20240824,20240828,20240907,1,4,5,35.6,1,1
ORD101047,20250722,20250727,20250731,1,4,6,62.1,1,1
ORD101048,20240218,20240224,20240305,3,6,5,52.9,1,1
ORD101049,20240913,20240919,20241009,3,4,6,45.3,0,1
ORD101050,20250617,20250622,20250625,4,4,5,53.4,1,1
ORD101051,20250302,20250306,20250315,1,2,6,62.3,1,1
ORD101052,20240319,20240324,20240331,4,1,5,62.2,1,1
ORD101053,20250723,20250727,20250731,3,6,6,65.8,1,1
ORD101054,20250101,20250106,20250115,5,3,6,50.4,1,1
ORD101055,20250320,20250323,20250330,5,4,6,52.3,1,1
ORD101056,20240308,20240315,20240326,4,2,5,41.7,0,1
ORD101057,20240623,20240628,20240718,5,4,6,56.9,0,1
ORD101058,20241111,20241115,20241201,3,6,5,48.7,0,1
ORD101059,20250119,20250126,20250202,1,1,5,70.1,1,1
ORD101060,20241121,20241126,20241209,2,4,6,57.8,0,0
ORD101061,20240420,20240422,20240508,5,2,6,50.3,0,1
ORD101062,20251221,20251228,20260115,2,3,5,35.9,0,0
ORD101063,20250824,20250826,20250830,4,3,5,50.1,1,1
ORD101064,20240824,20240831,20240920,4,1,6,47.0,0,1
ORD101065,20250329,20250401,20250417,1,2,5,43.3,0,1
ORD101066,20250528,20250604,20250619,2,5,6,64.6,0,1
ORD101067,20250520,20250522,20250602,3,1,5,53.6,0,1
ORD101068,20250318,20250321,20250324,2,2,5,59.1,1,1
ORD101069,20250423,20250427,20250502,2,2,5,51.6,1,1
ORD101070,20241115,20241117,20241204,5,4,5,58.5,0,0
ORD101071,20250319,20250322,20250328,4,4,6,46.1,1,1
ORD101072,20251024,20251026,20251030,2,3,5,37.4,1,1
ORD101073,20250302,20250306,20250317,3,3,5,32.0,0,1
ORD101074,20240323,20240325,20240330,4,3,5,65.0,1,1
ORD101075,20250711,20250714,20250726,2,4,6,26.6,0,0
ORD101076,20240924,20240929,20241018,5,6,6,48.7,0,1
ORD101077,20250914,20250921,20250930,3,2,5,56.7,1,1
ORD101078,20250318,20250320,20250403,3,1,5,67.8,0,1
ORD101079,20251202,20251207,20251219,3,1,5,56.2,0,1
ORD101080,20240125,20240126,20240208,5,4,6,38.3,0,1
ORD101081,20250815,20250818,20250825,2,4,6,52.3,1,0
ORD101082,20240531,20240601,20240616,4,6,6,44.6,0,1
ORD101083,20240118,20240124,20240127,2,2,5,55.3,1,1
ORD101084,20250829,20250904,20250923,4,3,6,28.2,0,1
ORD101085,20250305,20250310,20250325,3,6,5,44.7,0,1
ORD101086,20240207,20240211,20240229,5,6,6,48.0,0,1
ORD101087,20250706,20250710,20250729,3,2,6,68.4,0,1
ORD101088,20251210,20251216,20251223,2,3,5,55.6,1,1
ORD101089,20250707,20250713,20250720,4,3,6,70.6,1,0
ORD101090,20250911,20250914,20250926,5,1,5,39.3,0,1
ORD101091,20250901,20250905,20250919,5,4,6,48.7,0,1
ORD101092,20240912,20240914,20240917,1,1,6,39.0,1,1
ORD101093,20250113,20250115,20250121,3,5,6,48.3,1,1
ORD101094,20250704,20250710,20250716,2,1,5,42.4,1,1
ORD101095,20250627,20250704,20250719,5,3,6,49.4,0,1
ORD101096,20251221,20251223,20260104,3,4,5,54.8,0,1
ORD101097,20250309,20250313,20250319,1,2,6,66.9,1,1
ORD101098,20250619,20250621,20250704,3,5,6,54.3,0,1
ORD101099,20250225,20250228,20250310,2,2,5,49.7,1,1
ORD101100,20241223,20241225,20250102,5,6,5,55.6,1,1
ORD101101,20251124,20251129,20251211,5,1,6,58.5,0,1
ORD101102,20251222,20251225,20260108,5,4,6,55.4,0,1
ORD101103,20240721,20240726,20240810,2,1,5,51.2,0,1
ORD101104,20250804,20250805,20250815,2,5,6,54.3,1,1
ORD101105,20240515,20240518,20240603,2,6,6,43.0,0,1
ORD101106,20240909,20240910,20240930,1,5,6,51.6,0,1
ORD101107,20240218,20240224,20240306,4,5,5,51.5,0,1
ORD101108,20241203,20241209,20241221,2,1,5,41.8,0,1
ORD101109,20250512,20250514,20250519,4,4,5,64.9,1,1
ORD101110,20251115,20251116,20251201,2,1,6,52.8,0,0
ORD101111,20240612,20240616,20240628,4,1,5,52.5,0,1
ORD101112,20240917,20240920,20240929,1,5,5,40.5,1,1
ORD101113,20250528,20250530,20250610,3,6,5,50.0,0,1
ORD101114,20240409,20240411,20240425,5,6,6,38.4,0,1
ORD101115,20240422,20240429,20240515,4,1,5,47.5,0,1
ORD101116,20241219,20241221,20250105,1,2,6,55.8,0,1
ORD101117,20240724,20240725,20240802,3,2,5,43.8,1,1
ORD101118,20250923,20250926,20251006,3,4,6,53.2,1,1
ORD101119,20240513,20240516,20240522,2,6,6,46.3,1,1
ORD101120,20241202,20241208,20241219,4,2,6,59.1,0,1
ORD101121,20250408,20250411,20250429,1,6,5,39.5,0,1
ORD101122,20241228,20250103,20250117,4,5,5,56.6,0,1
ORD101123,20240315,20240320,20240328,5,2,5,52.4,1,1
ORD101124,20250508,20250511,20250514,2,5,6,50.7,1,1
ORD101125,20240104,20240107,20240116,5,1,6,42.2,1,1
ORD101126,20240611,20240616,20240623,3,6,6,50.2,1,1
ORD101127,20250309,20250313,20250323,1,3,6,54.6,1,1
ORD101128,20241205,20241210,20241218,4,5,6,47.4,1,1
ORD101129,20251007,20251011,20251029,2,1,6,42.5,0,1
ORD101130,20250902,20250908,20250923,1,3,6,47.5,0,0
ORD101131,20240123,20240126,20240130,2,3,5,45.2,1,1
ORD101132,20250613,20250615,20250705,5,3,6,39.9,0,1
ORD101133,20240929,20241004,20241011,1,4,6,39.9,1,1
ORD101134,20240502,20240505,20240516,5,6,5,61.2,0,1
ORD101135,20240225,20240229,20240319,1,2,6,58.4,0,1
ORD101136,20250114,20250120,20250126,1,3,5,32.2,1,1
ORD101137,20250802,20250804,20250818,4,2,6,48.6,0,0
ORD101138,20240916,20240918,20241003,2,2,6,56.7,0,1
ORD101139,20250111,20250114,20250131,2,6,6,35.3,0,1
ORD101140,20241101,20241105,20241125,3,6,6,69.4,0,1
ORD101141,20250610,20250615,20250623,3,6,6,53.2,1,1
ORD101142,20240310,20240315,20240324,1,5,5,38.9,1,1
ORD101143,20250810,20250816,20250829,4,3,5,48.2,0,1
ORD101144,20240318,20240323,20240401,1,2,5,41.6,1,1
ORD101145,20251017,20251024,20251105,2,1,5,49.8,0,1
ORD101146,20251128,20251129,20251206,5,5,6,45.5,1,1
ORD101147,20251113,20251117,20251203,2,3,6,45.1,0,1
ORD101148,20250906,20250913,20250919,2,5,6,41.5,1,1
ORD101149,20240103,20240108,20240115,4,6,6,50.9,1,1
ORD101150,20250908,20250913,20250926,5,2,6,79.9,0,1
ORD101151,20240304,20240306,20240314,1,1,5,58.2,1,1
ORD101152,20250309,20250312,20250324,1,6,6,66.8,0,1
ORD101153,20250522,20250529,20250607,5,6,5,49.0,1,1
ORD101154,20250317,20250320,20250402,3,6,5,38.4,0,1
ORD101155,20240103,20240104,20240112,5,5,6,56.4,1,1
ORD101156,20240105,20240112,20240130,2,5,5,49.9,0,1
ORD101157,20251117,20251124,20251207,2,2,5,57.2,0,1
ORD101158,20241031,20241105,20241115,3,6,6,25.2,1,0
ORD101159,20250820,20250825,20250829,2,5,6,53.9,1,1
ORD101160,20240615,20240621,20240705,5,1,5,64.9,0,1
ORD101161,20250627,20250704,20250714,3,4,6,28.7,1,1
ORD101162,20240113,20240115,20240129,2,1,6,41.7,0,1
ORD101163,20240208,20240212,20240228,4,3,5,51.8,0,1
ORD101164,20251125,20251126,20251201,1,3,5,65.4,1,1
ORD101165,20250912,20250913,20250919,2,6,6,53.4,1,1
ORD101166,20251230,20260106,20260125,5,4,6,31.9,0,1
ORD101167,20251206,20251212,20251225,1,4,5,49.8,0,1
ORD101168,20240226,20240302,20240308,5,1,5,48.6,1,1
ORD101169,20250101,20250103,20250106,5,5,6,46.8,1,1
ORD101170,20240928,20241002,20241006,2,6,6,25.0,1,1
ORD101171,20240901,20240907,20240927,4,5,6,47.9,0,1
ORD101172,20240609,20240611,20240701,3,6,6,64.7,0,1
ORD101173,20240712,20240715,20240801,1,3,5,62.6,0,1
ORD101174,20240330,20240331,20240410,1,4,5,63.0,1,1
ORD101175,20240804,20240807,20240814,1,4,6,43.0,1,1
ORD101176,20251002,20251007,20251021,4,5,5,42.7,0,1
ORD101177,20240502,20240503,20240512,3,4,5,50.1,1,1
ORD101178,20241216,20241223,20241231,4,6,5,40.0,1,1
ORD101179,20250108,20250113,20250119,2,5,5,35.5,1,1
ORD101180,20250906,20250913,20250919,4,6,5,36.4,1,1
ORD101181,20240820,20240826,20240905,2,6,5,75.0,1,1
ORD101182,20250818,20250820,20250825,2,3,5,46.3,1,1
ORD101183,20250911,20250917,20250925,2,6,5,67.8,1,1
ORD101184,20250803,20250807,20250823,2,1,6,48.7,0,1
ORD101185,20250712,20250713,20250722,1,1,6,68.4,1,1
ORD101186,20250914,20250919,20251005,5,4,5,42.8,0,1
ORD101187,20250928,20251004,20251010,3,3,6,55.5,1,1
ORD101188,20240730,20240801,20240809,5,4,6,47.1,1,1
ORD101189,20250125,20250130,20250210,4,3,5,38.7,0,1
ORD101190,20250614,20250621,20250704,4,1,5,42.4,0,1
ORD101191,20240717,20240723,20240726,3,4,5,52.4,1,1
ORD101192,20241216,20241221,20250109,4,5,6,56.3,0,1
ORD101193,20241016,20241022,20241025,5,6,6,31.6,1,1
ORD101194,20240923,20240927,20241001,3,3,5,50.7,1,1
ORD101195,20251119,20251121,20251201,5,2,5,33.5,1,1
ORD101196,20240522,20240525,20240604,5,1,6,50.9,1,1
ORD101197,20250105,20250111,20250127,4,6,5,55.7,0,1
ORD101198,20250911,20250915,20250920,1,4,5,44.8,1,1
ORD101199,20251119,20251126,20251211,3,2,6,73.9,0,1
ORD101200,20250120,20250127,20250203,3,4,6,57.5,1,1
ORD101201,20240124,20240125,20240214,3,1,6,57.2,0,1
ORD101202,20250406,20250407,20250421,1,4,5,68.6,0,1
ORD101203,20250717,20250721,20250807,3,5,6,40.1,0,1
ORD101204,20250613,20250620,20250709,1,2,6,48.7,0,1
ORD101205,20241022,20241027,20241111,1,6,5,30.1,0,1
ORD101206,20240308,20240311,20240319,5,6,6,52.6,1,1
ORD101207,20250502,20250508,20250519,4,2,6,50.7,0,1
ORD101208,20251226,20251230,20260113,4,3,5,63.6,0,1
ORD101209,20241218,20241223,20250111,2,5,6,61.3,0,1
ORD101210,20240502,20240508,20240515,2,5,5,59.6,1,1
ORD101211,20240115,20240120,20240126,4,6,5,50.2,1,1
ORD101212,20250514,20250519,20250526,1,1,5,47.3,1,1
ORD101213,20240203,20240205,20240217,3,3,6,51.6,0,1
ORD101214,20250316,20250319,20250323,2,2,5,49.1,1,1
ORD101215,20240608,20240613,20240620,1,3,5,56.1,1,1
ORD101216,20251229,20260101,20260120,2,3,6,54.4,0,1
ORD101217,20250406,20250409,20250413,3,3,5,48.8,1,1
ORD101218,20240510,20240513,20240521,4,3,6,64.9,1,1
ORD101219,20240818,20240824,20240912,5,4,6,47.0,0,1
ORD101220,20250304,20250310,20250327,2,2,5,54.4,0,1
ORD101221,20250724,20250728,20250805,3,5,6,67.0,1,1
ORD101222,20251229,20260103,20260109,2,6,5,46.3,1,1
ORD101223,20250727,20250801,20250815,3,2,5,50.6,0,1
ORD101224,20240622,20240625,20240701,3,2,5,34.4,1,0
ORD101225,20240202,20240206,20240214,3,6,6,59.9,1,1
ORD101226,20250621,20250626,20250630,4,3,5,56.4,1,1
ORD101227,20241227,20250102,20250116,5,1,5,41.7,0,1
ORD101228,20250611,20250617,20250623,4,3,6,47.0,1,1
ORD101229,20250611,20250618,20250705,1,5,5,50.4,0,1
ORD101230,20250809,20250812,20250822,5,5,6,67.1,1,1
ORD101231,20240116,20240121,20240125,1,6,5,52.1,1,1
ORD101232,20241202,20241208,20241216,1,4,6,33.9,1,1
ORD101233,20241001,20241002,20241012,3,1,5,42.0,1,1
ORD101234,20240920,20240921,20241009,4,5,6,56.6,0,1
ORD101235,20250305,20250310,20250327,4,2,6,58.8,0,1
ORD101236,20240806,20240809,20240827,5,1,6,34.8,0,1
ORD101237,20240818,20240823,20240828,1,1,5,45.2,1,0
ORD101238,20240709,20240715,20240719,4,5,5,38.3,1,1
ORD101239,20240622,20240624,20240709,5,1,5,43.6,0,1
ORD101240,20240306,20240313,20240316,5,1,6,62.8,1,1
ORD101241,20250110,20250112,20250123,3,2,5,37.6,0,1
ORD101242,20250302,20250309,20250322,4,2,6,62.0,0,1
ORD101243,20240630,20240702,20240711,3,1,5,39.4,1,1
ORD101244,20240904,20240910,20240922,5,1,6,58.8,0,1
ORD101245,20240107,20240108,20240115,5,5,6,64.6,1,1
ORD101246,20240331,20240407,20240418,3,1,6,55.5,0,1
ORD101247,20240812,20240814,20240825,2,2,6,53.4,0,1
ORD101248,20250115,20250122,20250210,3,6,6,46.4,0,1
ORD101249,20240706,20240707,20240714,5,5,6,56.6,1,1
ORD101250,20250908,20250909,20250913,3,4,5,39.9,1,1
ORD101251,20251128,20251203,20251210,3,3,5,58.3,1,1
ORD101252,20241105,20241109,20241123,2,3,6,52.6,0,1
ORD101253,20240210,20240215,20240305,4,5,6,71.0,0,1
ORD101254,20250414,20250419,20250426,5,3,6,58.8,1,1
ORD101255,20240430,20240507,20240520,2,2,5,54.6,0,1
ORD101256,20240430,20240507,20240510,2,1,5,57.9,1,1
ORD101257,20240311,20240312,20240401,3,2,6,50.4,0,1
ORD101258,20240620,20240622,20240711,2,6,6,40.3,0,1
ORD101259,20240131,20240204,20240224,1,6,6,42.9,0,0
ORD101260,20250110,20250117,20250126,4,5,6,50.0,1,1
ORD101261,20250526,20250528,20250617,4,2,5,41.3,0,1
ORD101262,20240210,20240213,20240219,2,1,6,49.0,1,1
ORD101263,20240522,20240525,20240611,2,3,5,51.0,0,1
ORD101264,20240826,20240829,20240908,3,1,5,55.1,1,1
ORD101265,20240811,20240816,20240902,5,3,5,52.2,0,1
ORD101266,20240906,20240913,20240926,2,5,6,53.0,0,1
ORD101267,20240722,20240729,20240802,2,2,6,52.5,1,1
ORD101268,20240416,20240421,20240429,4,3,6,42.4,1,1
ORD101269,20250607,20250610,20250615,4,6,6,45.4,1,1
ORD101270,20250814,20250819,20250825,4,5,5,30.4,1,1
ORD101271,20240419,20240424,20240428,5,2,5,38.6,1,1
ORD101272,20250901,20250903,20250907,2,3,6,43.1,1,1
ORD101273,20240607,20240611,20240621,4,3,6,51.7,1,1
ORD101274,20240807,20240811,20240816,5,5,5,47.2,1,1
ORD101275,20240207,20240212,20240215,4,5,5,64.7,1,1
ORD101276,20241118,20241123,20241206,2,3,5,71.7,0,1
ORD101277,20250526,20250601,20250610,2,6,6,51.7,1,1
ORD101278,20240404,20240409,20240421,5,6,5,44.6,0,1
ORD101279,20240123,20240129,20240204,5,4,5,53.2,1,1
ORD101280,20251122,20251123,20251128,1,1,5,44.9,1,1
ORD101281,20250303,20250308,20250312,4,4,5,47.8,1,1
ORD101282,20250119,20250120,20250206,4,1,5,38.2,0,1
ORD101283,20250526,20250530,20250603,2,4,5,56.3,1,1
ORD101284,20250606,20250610,20250624,5,2,6,60.9,0,1
ORD101285,20250619,20250621,20250711,4,2,6,49.4,0,1
ORD101286,20250214,20250219,20250309,3,5,5,42.0,0,1
ORD101287,20251119,20251126,20251210,4,6,5,49.9,0,1
ORD101288,20241123,20241130,20241216,2,6,6,50.2,0,0
ORD101289,20241207,20241211,20241229,2,1,6,64.3,0,1
ORD101290,20250610,20250613,20250619,5,3,6,57.7,1,1
ORD101291,20240430,20240503,20240515,3,4,6,48.8,0,1
ORD101292,20250623,20250629,20250705,5,2,6,58.1,1,1
ORD101293,20250817,20250819,20250827,5,5,5,58.6,1,1
ORD101294,20250722,20250723,20250728,2,2,5,43.4,1,1
ORD101295,20251110,20251114,20251121,5,1,5,61.2,1,1
ORD101296,20250917,20250918,20251003,1,6,5,52.8,0,1
ORD101297,20240104,20240105,20240114,4,2,5,44.3,1,1
ORD101298,20240719,20240720,20240723,4,2,5,44.2,1,1
ORD101299,20240916,20240919,20241004,2,1,5,43.2,0,0
ORD101300,20250624,20250701,20250704,1,5,5,47.1,1,1
ORD101301,20250506,20250513,20250529,4,3,6,33.7,0,1
ORD101302,20250508,20250511,20250519,2,4,6,44.2,1,1
ORD101303,20240928,20241005,20241017,4,6,6,56.2,0,1
ORD101304,20250411,20250412,20250419,5,3,6,54.3,1,1
ORD101305,20240511,20240515,20240522,4,1,6,63.2,1,1
ORD101306,20250113,20250117,20250129,4,5,6,65.7,0,1
ORD101307,20251126,20251128,20251212,1,2,6,35.6,0,1
ORD101308,20250222,20250301,20250306,1,3,6,57.7,1,1
ORD101309,20250918,20250924,20251005,2,3,5,63.7,0,1
ORD101310,20240827,20240902,20240915,3,6,6,52.5,0,1
ORD101311,20250928,20251004,20251019,3,3,5,69.1,0,1
ORD101312,20240715,20240716,20240805,5,5,5,39.5,0,1
ORD101313,20250126,20250128,20250215,2,2,5,53.4,0,1
ORD101314,20250922,20250923,20251009,4,4,6,53.8,0,1
ORD101315,20251009,20251012,20251016,1,5,5,48.6,1,1
ORD101316,20250410,20250411,20250426,4,4,6,52.4,0,1
ORD101317,20250206,20250209,20250227,2,5,6,38.7,0,1
ORD101318,20250205,20250206,20250210,5,4,6,40.4,1,1
ORD101319,20250810,20250815,20250819,1,4,5,44.7,1,1
ORD101320,20250225,20250227,20250313,5,6,6,62.4,0,1
ORD101321,20241105,20241111,20241121,3,4,5,54.6,1,1
ORD101322,20250805,20250812,20250824,2,6,6,55.6,0,1
ORD101323,20250808,20250815,20250826,3,6,5,37.1,0,1
ORD101324,20240618,20240620,20240704,3,5,5,76.2,0,0
ORD101325,20251031,20251105,20251124,5,2,5,43.4,0,1
ORD101326,20240818,20240821,20240901,3,1,6,23.7,0,1
ORD101327,20250617,20250623,20250629,3,6,5,68.5,1,1
ORD101328,20241001,20241003,20241012,1,5,6,55.9,1,1
ORD101329,20240706,20240711,20240716,4,4,5,36.7,1,1
ORD101330,20240710,20240713,20240722,3,3,6,66.1,1,1
ORD101331,20250326,20250327,20250413,4,3,6,32.7,0,1
ORD101332,20250406,20250408,20250421,5,4,5,54.0,0,1
ORD101333,20250207,20250209,20250215,3,5,5,59.0,1,1
ORD101334,20250712,20250716,20250724,2,5,6,21.3,1,1
ORD101335,20250331,20250406,20250420,4,3,6,53.3,0,1
ORD101336,20240119,20240126,20240212,1,5,5,39.4,0,1
ORD101337,20250211,20250215,20250307,1,3,5,59.8,0,0
ORD101338,20250220,20250225,20250302,4,1,6,45.7,1,1
ORD101339,20250914,20250919,20250929,3,2,6,37.1,1,1
ORD101340,20251216,20251217,20251220,5,6,5,46.0,1,1
ORD101341,20250822,20250825,20250904,4,6,5,70.0,1,1
ORD101342,20240531,20240604,20240607,2,6,5,64.0,1,1
ORD101343,20240816,20240821,20240831,2,3,6,46.8,1,1
ORD101344,20250204,20250210,20250226,2,6,5,51.0,0,1
ORD101345,20240609,20240610,20240624,3,2,6,67.8,0,1
ORD101346,20250419,20250424,20250503,5,6,6,56.3,1,1
ORD101347,20240916,20240922,20241012,1,3,6,49.0,0,1
ORD101348,20250409,20250412,20250502,1,6,6,36.7,0,1
ORD101349,20250819,20250821,20250830,3,2,6,64.0,1,1
ORD101350,20250128,20250129,20250204,4,3,5,39.5,1,1
ORD101351,20240725,20240729,20240803,5,4,5,45.5,1,1
ORD101352,20240316,20240320,20240327,3,3,5,51.7,1,1
ORD101353,20240722,20240723,20240803,5,5,6,45.8,0,1
ORD101354,20240816,20240818,20240906,2,1,5,56.2,0,1
ORD101355,20250529,20250603,20250618,3,4,6,43.7,0,1
ORD101356,20241204,20241211,20241227,1,4,6,23.0,0,1
ORD101357,20250828,20250831,20250905,4,1,5,45.8,1,1
ORD101358,20250412,20250419,20250507,1,1,5,48.0,0,1
ORD101359,20240424,20240430,20240511,4,4,5,58.1,0,1
ORD101360,20250909,20250912,20250917,1,3,5,47.6,1,1
ORD101361,20250628,20250705,20250717,3,3,5,83.2,0,1
ORD101362,20241125,20241202,20241215,4,3,6,38.2,0,1
ORD101363,20250427,20250501,20250517,3,5,6,34.2,0,1
ORD101364,20241211,20241214,20241222,3,1,6,51.4,1,1
ORD101365,20251223,20251228,20260115,5,6,5,49.0,0,1
ORD101366,20240117,20240120,20240127,3,1,5,46.7,1,1
ORD101367,20240219,20240225,20240304,5,5,5,50.3,1,1
ORD101368,20250611,20250617,20250703,4,2,6,40.9,0,1
ORD101369,20251105,20251111,20251119,3,1,5,49.0,1,1
ORD101370,20250710,20250717,20250725,1,1,6,46.4,1,1
ORD101371,20240110,20240117,20240202,5,2,6,40.8,0,1
ORD101372,20240130,20240206,20240214,4,3,5,32.8,1,1
ORD101373,20250422,20250429,20250507,1,3,5,64.9,1,1
ORD101374,20240622,20240623,20240626,2,6,5,61.7,1,1
ORD101375,20241008,20241010,20241013,3,2,5,42.9,1,1
ORD101376,20250108,20250109,20250128,3,2,5,59.9,0,1
ORD101377,20251020,20251023,20251031,5,4,5,58.8,1,1
ORD101378,20241208,20241215,20241224,4,4,5,61.0,1,1
ORD101379,20250129,20250130,20250211,1,1,6,34.5,0,1
ORD101380,20240327,20240331,20240420,5,3,6,61.1,0,1
ORD101381,20250419,20250422,20250428,5,3,6,61.6,1,1
ORD101382,20251009,20251014,20251028,5,5,6,53.1,0,1
ORD101383,20250111,20250116,20250128,1,3,6,56.2,0,1
ORD101384,20240725,20240726,20240812,5,3,6,41.8,0,1
ORD101385,20240302,20240307,20240310,2,4,5,53.6,1,1
ORD101386,20251207,20251211,20251223,1,2,5,55.7,0,1
ORD101387,20240117,20240119,20240206,1,6,6,58.3,0,1
ORD101388,20250512,20250514,20250522,5,4,6,62.3,1,1
ORD101389,20240509,20240515,20240527,4,2,5,49.4,0,1
ORD101390,20250707,20250708,20250711,5,4,6,44.7,1,1
ORD101391,20250322,20250324,20250411,3,3,6,48.8,0,1
ORD101392,20250626,20250630,20250712,1,1,5,55.0,0,0
ORD101393,20241119,20241120,20241203,1,3,6,41.2,0,1
ORD101394,20251020,20251023,20251028,2,2,5,56.4,1,1
ORD101395,20240216,20240223,20240314,4,2,5,65.2,0,1
ORD101396,20251001,20251003,20251017,5,6,6,32.6,0,1
ORD101397,20250215,20250219,20250307,3,3,5,61.9,0,1
ORD101398,20250324,20250330,20250414,4,4,6,49.4,0,1
ORD101399,20240405,20240411,20240416,1,5,6,40.2,1,1
ORD101400,20251002,20251005,20251014,1,4,6,37.9,1,1
ORD101401,20250619,20250621,20250707,4,6,5,47.0,0,1
ORD101402,20240801,20240806,20240814,2,3,6,53.8,1,1
ORD101403,20250309,20250310,20250330,5,6,5,65.4,0,1
ORD101404,20240716,20240719,20240803,5,2,6,53.6,0,1
ORD101405,20240927,20240929,20241003,5,4,6,50.1,1,1
ORD101406,20250321,20250325,20250413,1,2,6,47.9,0,1
ORD101407,20250610,20250617,20250627,4,3,6,48.1,1,1
ORD101408,20240324,20240325,20240408,5,2,5,51.0,0,1
ORD101409,20250314,20250316,20250326,1,4,5,71.8,1,1
ORD101410,20250406,20250413,20250420,3,3,6,45.1,1,1
ORD101411,20250423,20250427,20250504,3,2,6,43.1,1,1
ORD101412,20250809,20250811,20250820,4,5,6,41.4,1,0
ORD101413,20250328,20250403,20250412,5,3,5,60.7,1,1
ORD101414,20240901,20240902,20240922,2,2,5,46.2,0,1
ORD101415,20240326,20240327,20240402,1,6,5,69.3,1,1
ORD101416,20240405,20240412,20240427,2,3,5,53.4,0,1
ORD101417,20250429,20250502,20250512,3,5,5,56.2,1,1
ORD101418,20240119,20240122,20240210,1,2,5,63.8,0,1
ORD101419,20251023,20251024,20251110,5,6,5,53.6,0,1
ORD101420,20241129,20241206,20241217,3,1,6,54.9,0,1
ORD101421,20240307,20240308,20240322,5,2,6,48.8,0,1
ORD101422,20250705,20250712,20250801,4,6,5,59.2,0,1
ORD101423,20251004,20251010,20251016,4,6,6,44.0,1,1
ORD101424,20241007,20241010,20241023,3,2,5,44.4,0,1
ORD101425,20251031,20251105,20251122,3,6,6,42.3,0,1
ORD101426,20240822,20240829,20240903,5,1,6,38.9,1,1
ORD101427,20250405,20250408,20250419,1,1,5,45.7,0,1
ORD101428,20240715,20240716,20240730,1,1,5,38.9,0,1
ORD101429,20250913,20250919,20251004,4,4,5,58.3,0,1
ORD101430,20241015,20241016,20241020,5,5,6,45.4,1,1
ORD101431,20240105,20240107,20240121,4,3,6,51.2,0,1
ORD101432,20241211,20241217,20241227,5,6,6,45.4,1,1
ORD101433,20251207,20251214,20251226,1,4,6,44.8,0,1
ORD101434,20241108,20241110,20241124,1,6,5,58.4,0,1
ORD101435,20250911,20250912,20251001,1,1,5,38.6,0,1
ORD101436,20240123,20240126,20240207,1,3,5,45.9,0,1
ORD101437,20240609,20240612,20240622,3,1,5,48.4,1,1
ORD101438,20251003,20251010,20251016,2,2,5,53.8,1,1
ORD101439,20240528,20240601,20240615,3,3,5,62.4,0,1
ORD101440,20241009,20241014,20241028,2,5,5,42.5,0,1
ORD101441,20251015,20251022,20251110,2,5,6,71.1,0,1
ORD101442,20240630,20240702,20240709,3,5,5,52.6,1,1
ORD101443,20240110,20240116,20240121,2,5,6,35.5,1,1
ORD101444,20240122,20240123,20240131,5,6,6,69.2,1,1
ORD101445,20240319,20240322,20240405,4,4,6,40.3,0,1
ORD101446,20240427,20240501,20240514,3,2,6,71.9,0,1
ORD101447,20250606,20250612,20250628,4,6,5,39.3,0,1
ORD101448,20250427,20250503,20250518,1,1,6,50.8,0,1
ORD101449,20251107,20251109,20251115,1,6,6,38.3,1,1
ORD101450,20240823,20240824,20240909,4,6,5,80.1,0,1
ORD101451,20241021,20241025,20241113,3,1,5,51.3,0,1
ORD101452,20251021,20251022,20251110,3,3,6,41.4,0,1
ORD101453,20251116,20251117,20251126,4,3,6,59.3,1,1
ORD101454,20240725,20240731,20240812,1,6,5,23.7,0,1
ORD101455,20250602,20250608,20250624,3,4,5,49.5,0,1
ORD101456,20240718,20240720,20240727,3,2,5,56.6,1,1
ORD101457,20240629,20240705,20240720,4,1,5,57.0,0,1
ORD101458,20240727,20240728,20240731,1,1,5,41.8,1,1
ORD101459,20241011,20241012,20241027,5,3,6,49.2,0,1
ORD101460,20250804,20250808,20250823,4,2,6,36.8,0,1
ORD101461,20250419,20250422,20250425,5,5,6,52.6,1,1
ORD101462,20251113,20251120,20251128,3,3,5,43.9,1,1
